case_id,t_model,t_cap,Longitude,Latitude
3122213,GE1.6-91,1600,-97.916695,35.277596
3119014,V150-4.0,4000,-97.916649,28.662256
3121728,GE1.6-91,1600,-97.91629,45.288692
3054123,GE2.0-116,2075,-97.916267,34.758907
3053976,V100-2.0,2000,-97.916191,35.70208
3104416,GE1.5-91,1500,-97.916191,47.145592
3104449,GE1.5-91,1500,-97.916191,47.131992
3122203,GE1.6-91,1600,-97.915901,35.287739
3121714,GE1.6-91,1600,-97.915894,45.230793
3030638,GE1.5-82.5,1500,-97.915688,47.360291
3119650,V150-4.0,4000,-97.915611,28.678993
3054016,V100-2.0,2000,-97.915344,35.67239
3035141,GE1.6-82.5,1600,-97.915291,47.20079
3119579,V150-4.0,4000,-97.915192,28.608059
3026294,GE1.5-77,1500,-97.915092,47.096592
3031962,GE1.5-77,1500,-97.914787,47.287891
3095723,GE2.72-116,2720,-97.914612,45.06002
3035176,GE1.6-82.5,1600,-97.914589,47.225391
3035159,GE1.6-82.5,1600,-97.914589,47.216991
3104388,GE1.5-91,1500,-97.914589,47.089092
3030635,GE1.5-82.5,1500,-97.914589,47.32859
3029654,GE1.5-77,1500,-97.91449,47.302094
3120285,V150-4.0,4000,-97.914459,28.635201
3083835,GE2.5-116,2500,-97.914391,42.169594
3104393,GE1.5-91,1500,-97.914291,47.04549
3083549,GE2.5-116,2500,-97.914192,42.140274
3084363,GE2.5-116,2500,-97.914024,42.227627
3121712,GE1.6-91,1600,-97.913895,45.258991
3119873,V150-4.0,4000,-97.913879,28.622944
3053981,V100-2.0,2000,-97.91378,35.641003
3121765,GE1.6-91,1600,-97.913589,45.275494
3104440,GE1.5-91,1500,-97.913589,47.133392
3104390,GE1.5-91,1500,-97.91349,47.068092
3084141,GE2.5-116,2500,-97.91346,42.155724
3122208,GE1.6-91,1600,-97.913345,35.289341
3121738,GE1.6-91,1600,-97.913292,45.290092
3053977,V100-2.0,2000,-97.913139,35.708618
3104391,GE1.5-91,1500,-97.913094,47.147392
3122252,GE1.6-91,1600,-97.912994,35.282795
3031963,GE1.5-77,1500,-97.912888,47.289993
3029650,GE1.5-77,1500,-97.912788,47.321293
3104437,GE1.5-91,1500,-97.912788,47.159492
3104372,GE1.5-91,1500,-97.912689,47.126991
3029655,GE1.5-77,1500,-97.91259,47.304691
3053974,V100-2.0,2000,-97.912506,35.657238
3035177,GE1.6-82.5,1600,-97.912292,47.228592
3030637,GE1.5-82.5,1500,-97.912292,47.357094
3053387,GE1.79-100,1790,-97.912201,41.973274
3119456,V150-4.0,4000,-97.912163,28.663877
3053420,GE1.79-100,1790,-97.912109,41.952923
3055338,V110-2.0,2000,-97.911964,34.832104
3104410,GE1.5-91,1500,-97.911888,47.111092
3065080,G114-2.1,2100,-97.911613,35.310894
3104439,GE1.5-91,1500,-97.911491,47.089592
3054124,GE2.0-116,2075,-97.911438,34.758369
3119201,V150-4.0,4000,-97.91124,28.609467
3083836,GE2.5-116,2500,-97.911194,42.161491
3104369,GE1.5-91,1500,-97.910988,47.047791
3118882,V150-4.0,4000,-97.910851,28.634092
3121750,GE1.6-91,1600,-97.910789,45.212193
3053969,V100-2.0,2000,-97.910698,35.643009
3029656,GE1.5-77,1500,-97.910591,47.30809
3035154,GE1.6-82.5,1600,-97.910492,47.200493
3026295,GE1.5-77,1500,-97.910492,47.097591
3121747,GE1.6-91,1600,-97.910194,45.258591
3053245,GE1.79-100,1790,-97.910133,41.944336
3035151,GE1.6-82.5,1600,-97.909889,47.231392
3118862,V150-4.0,4000,-97.90979,28.676971
3122205,GE1.6-91,1600,-97.90979,35.277493
3031964,GE1.5-77,1500,-97.90979,47.291492
3104366,GE1.5-91,1500,-97.90979,47.081993
3053978,V100-2.0,2000,-97.909767,35.70863
3119373,V150-4.0,4000,-97.909721,28.624311
3121741,GE1.6-91,1600,-97.909592,45.215992
3104415,GE1.5-91,1500,-97.909393,47.149292
3104431,GE1.5-91,1500,-97.909393,47.069393
3030634,GE1.5-82.5,1500,-97.909393,47.329693
3093569,GE2.72-116,2720,-97.90937,45.061543
3096957,GE2.72-116,2720,-97.908951,45.086376
3029657,GE1.5-77,1500,-97.90889,47.311493
3083844,GE2.5-116,2500,-97.908691,42.228191
3121757,GE1.6-91,1600,-97.908592,45.276291
3104396,GE1.5-91,1500,-97.908592,47.160591
3055339,V110-2.0,2000,-97.90847,34.830933
3104426,GE1.5-91,1500,-97.908394,47.127991
3104425,GE1.5-91,1500,-97.908295,47.111893
3053975,V100-2.0,2000,-97.90818,35.656853
3026323,GE1.5-77,1500,-97.908089,47.05669
3118868,V150-4.0,4000,-97.908066,28.665789
3063233,G114-2.1,2100,-97.907867,35.311619
3053970,V100-2.0,2000,-97.907738,35.644157
3054125,GE2.0-116,2075,-97.907707,34.760662
3122233,GE1.6-91,1600,-97.907394,35.286995
3121736,GE1.6-91,1600,-97.907288,45.153992
3029651,GE1.5-77,1500,-97.907188,47.321693
3122250,GE1.6-91,1600,-97.906693,35.277794
3121764,GE1.6-91,1600,-97.906494,45.25959
3026322,GE1.5-77,1500,-97.906494,47.049591
3029658,GE1.5-77,1500,-97.906387,47.313892
3104375,GE1.5-91,1500,-97.906189,47.071293
3121718,GE1.6-91,1600,-97.90609,45.15789
3104432,GE1.5-91,1500,-97.905991,47.082191
3104363,GE1.5-91,1500,-97.905991,47.09959
3031965,GE1.5-77,1500,-97.905891,47.293392
3121715,GE1.6-91,1600,-97.905594,45.215191
3104399,GE1.5-91,1500,-97.905594,47.113293
3030633,GE1.5-82.5,1500,-97.905594,47.33139
3053291,GE1.79-100,1790,-97.905365,41.973232
3026324,GE1.5-77,1500,-97.905289,47.057793
3055340,V110-2.0,2000,-97.905228,34.828163
3035153,GE1.6-82.5,1600,-97.90519,47.20079
3104402,GE1.5-91,1500,-97.90509,47.162292
3121713,GE1.6-91,1600,-97.904991,45.275993
3055344,V110-2.0,2000,-97.904877,34.837532
3066742,G114-2.1,2100,-97.904839,35.262886
3030872,GE1.5-77,1500,-97.904793,47.285591
3035158,GE1.6-82.5,1600,-97.904694,47.221394
3096958,GE2.72-116,2720,-97.904503,45.087986
3104365,GE1.5-91,1500,-97.904488,47.091091
3104380,GE1.5-91,1500,-97.904289,47.128391
3030639,GE1.5-82.5,1500,-97.904289,47.359093
3054126,GE2.0-116,2075,-97.904137,34.75816
3083691,GE2.5-116,2500,-97.903496,42.139694
3122200,GE1.6-91,1600,-97.903496,35.289394
3121702,GE1.6-91,1600,-97.903488,45.160091
3104419,GE1.5-91,1500,-97.903488,47.072792
3047661,V100-2.0,2000,-97.903481,35.731075
3029653,GE1.5-77,1500,-97.90329,47.322693
3065068,G114-2.1,2100,-97.903259,35.312763
3029659,GE1.5-77,1500,-97.903091,47.315594
3104368,GE1.5-91,1500,-97.903091,47.115791
3083975,GE2.5-116,2500,-97.902992,42.160892
3065851,G114-2.0,2000,-97.902939,35.234299
3104384,GE1.5-91,1500,-97.902893,47.163994
3055341,V110-2.0,2000,-97.902733,34.823582
3026325,GE1.5-77,1500,-97.902695,47.05949
3030873,GE1.5-77,1500,-97.90239,47.287594
3035157,GE1.6-82.5,1600,-97.902092,47.22319
3104385,GE1.5-91,1500,-97.901894,47.075191
3104438,GE1.5-91,1500,-97.901291,47.166191
3054906,V100-2.0,2000,-97.901009,35.693645
3054909,V100-2.0,2000,-97.900894,35.707043
3053422,GE1.79-100,1790,-97.900833,41.972862
3047639,V100-2.0,2000,-97.90081,35.679668
3121701,GE1.6-91,1600,-97.900688,45.206093
3030874,GE1.5-77,1500,-97.900589,47.290291
3104398,GE1.5-91,1500,-97.90049,47.082493
3053240,GE1.79-100,1790,-97.900452,41.958832
3029660,GE1.5-77,1500,-97.900093,47.31739
3093522,GE2.72-116,2720,-97.900009,45.054234
3035142,GE1.6-82.5,1600,-97.899994,47.20269
3121711,GE1.6-91,1600,-97.899788,45.161991
3035139,GE1.6-82.5,1600,-97.89959,47.224991
3047662,V100-2.0,2000,-97.899475,35.731632
3026326,GE1.5-77,1500,-97.899391,47.060692
3055342,V110-2.0,2000,-97.899162,34.824223
3054159,GE2.0-116,2075,-97.898918,34.69989
3065849,G114-2.0,2000,-97.898705,35.263779
3030623,GE1.5-82.5,1500,-97.89859,47.33139
3121717,GE1.6-91,1600,-97.898293,45.271793
3065079,G114-2.1,2100,-97.898125,35.29483
3065061,G114-2.0,2000,-97.897812,35.242737
3047640,V100-2.0,2000,-97.897583,35.679543
3047645,V100-2.0,2000,-97.897514,35.692825
3121755,GE1.6-91,1600,-97.897491,45.192993
3030624,GE1.5-82.5,1500,-97.897491,47.338692
3030640,GE1.5-82.5,1500,-97.897392,47.359592
3121751,GE1.6-91,1600,-97.897095,45.204693
3065062,G114-2.0,2000,-97.896973,35.315708
3121727,GE1.6-91,1600,-97.896889,45.163891
3055345,V110-2.0,2000,-97.89566,34.836842
3122221,GE1.6-91,1600,-97.895454,35.2854
3096040,GE2.72-116,2720,-97.89537,45.063168
3121719,GE1.6-91,1600,-97.895294,45.273193
3035161,GE1.6-82.5,1600,-97.895088,47.203491
3096403,GE2.72-116,2720,-97.895081,45.085541
3054127,GE2.0-116,2075,-97.894943,34.767277
3047663,V100-2.0,2000,-97.894524,35.737576
3055343,V110-2.0,2000,-97.894478,34.823093
3121707,GE1.6-91,1600,-97.894394,45.194191
3104412,GE1.5-91,1500,-97.894295,47.161991
3065915,G114-2.0,2000,-97.894234,35.241924
3047646,V100-2.0,2000,-97.894073,35.692894
3084185,GE2.5-116,2500,-97.89399,42.175892
3121704,GE1.6-91,1600,-97.893692,45.205292
3053979,V100-2.0,2000,-97.893646,35.707016
3035156,GE1.6-82.5,1600,-97.893494,47.225193
3122196,GE1.6-91,1600,-97.893295,35.282936
3047651,V100-2.0,2000,-97.893234,35.720245
3047641,V100-2.0,2000,-97.893105,35.679703
3104397,GE1.5-91,1500,-97.893089,47.173893
3053253,GE1.79-100,1790,-97.892891,41.945831
3030641,GE1.5-82.5,1500,-97.892792,47.362293
3030622,GE1.5-82.5,1500,-97.892792,47.331192
3055346,V110-2.0,2000,-97.892403,34.835304
3104395,GE1.5-91,1500,-97.892288,47.190392
3083692,GE2.5-116,2500,-97.89193,42.160583
3035162,GE1.6-82.5,1600,-97.891792,47.204491
3121725,GE1.6-91,1600,-97.891289,45.241493
3104459,GE1.5-91,1500,-97.89119,47.162991
3055347,V110-2.0,2000,-97.891159,34.819881
3053292,GE1.79-100,1790,-97.891075,41.960754
3127056,GE1.6-91,1600,-97.891075,45.227211
3065088,G114-2.1,2100,-97.891037,35.296036
3054128,GE2.0-116,2075,-97.890976,34.767338
3053248,GE1.79-100,1790,-97.890732,41.938553
3047647,V100-2.0,2000,-97.890579,35.693523
3121753,GE1.6-91,1600,-97.890488,45.194592
3065074,G114-2.0,2000,-97.89019,35.238575
3047664,V100-2.0,2000,-97.890083,35.737152
3053980,V100-2.0,2000,-97.890007,35.706722
3104436,GE1.5-91,1500,-97.889793,47.126694
3066547,G114-2.1,2100,-97.889771,35.281509
3047642,V100-2.0,2000,-97.889519,35.677723
3065089,G114-2.0,2000,-97.889503,35.317463
3096076,GE2.72-116,2720,-97.889488,45.08683
3035155,GE1.6-82.5,1600,-97.889488,47.227093
3094709,GE2.72-116,2720,-97.889458,45.031082
3047652,V100-2.0,2000,-97.889374,35.721302
3104403,GE1.5-91,1500,-97.88929,47.17469
3026327,GE1.5-77,1500,-97.889191,47.067993
3121709,GE1.6-91,1600,-97.888992,45.229393
3055348,V110-2.0,2000,-97.888794,34.836582
3104377,GE1.5-91,1500,-97.888588,47.164291
3104408,GE1.5-91,1500,-97.888489,47.19239
3030642,GE1.5-82.5,1500,-97.888489,47.364094
3094339,GE2.72-116,2720,-97.888474,45.056492
3065817,G114-2.1,2100,-97.888374,35.249622
3121726,GE1.6-91,1600,-97.887688,45.24229
3055354,V110-2.0,2000,-97.887657,34.820393
3065067,G114-2.1,2100,-97.887535,35.295895
3104383,GE1.5-91,1500,-97.887093,47.127892
3096248,GE2.72-116,2720,-97.886772,45.090195
3121754,GE1.6-91,1600,-97.886589,45.155693
3066259,G114-2.1,2100,-97.886314,35.280674
3035152,GE1.6-82.5,1600,-97.886093,47.229691
3050398,V100-2.0,2000,-97.885979,35.702484
3047665,V100-2.0,2000,-97.885887,35.736801
3054129,GE2.0-116,2075,-97.885796,34.7794
3030643,GE1.5-82.5,1500,-97.885788,47.367493
3121722,GE1.6-91,1600,-97.885689,45.23019
3104387,GE1.5-91,1500,-97.885689,47.166191
3104451,GE1.5-91,1500,-97.88559,47.175194
3054905,V100-2.0,2000,-97.885582,35.678017
3121721,GE1.6-91,1600,-97.88549,45.24509
3093693,GE2.72-116,2720,-97.8853,45.032101
3065085,G114-2.1,2100,-97.8853,35.317345
3055356,V110-2.0,2000,-97.8853,34.825333
3084342,GE2.5-116,2500,-97.885216,42.157585
3065581,G114-2.1,2100,-97.88485,35.249588
3026328,GE1.5-77,1500,-97.884789,47.069492
3047653,V100-2.0,2000,-97.884628,35.717552
3104418,GE1.5-91,1500,-97.88459,47.194992
3055358,V110-2.0,2000,-97.884445,34.83638
3121759,GE1.6-91,1600,-97.884094,45.157291
3083800,GE2.5-116,2500,-97.883789,42.177593
3104435,GE1.5-91,1500,-97.883591,47.12849
3053254,GE1.79-100,1790,-97.88295,41.944233
3096478,GE2.72-116,2720,-97.882866,45.093048
3054046,V100-2.0,2000,-97.882446,35.677811
3035163,GE1.6-82.5,1600,-97.882294,47.19989
3095667,GE2.72-116,2720,-97.882278,45.068993
3121731,GE1.6-91,1600,-97.882088,45.230793
3047666,V100-2.0,2000,-97.88208,35.736156
3047648,V100-2.0,2000,-97.881973,35.702415
3055357,V110-2.0,2000,-97.881294,34.839561
3053388,GE1.79-100,1790,-97.881081,41.960323
3065090,G114-2.1,2100,-97.881065,35.317825
3095069,GE2.72-116,2720,-97.880959,45.033062
3055355,V110-2.0,2000,-97.880943,34.826012
3121710,GE1.6-91,1600,-97.88089,45.206291
3026329,GE1.5-77,1500,-97.88089,47.069794
3054130,GE2.0-116,2075,-97.88063,34.77821
3047654,V100-2.0,2000,-97.880569,35.717785
3115993,V120-2.2,2200,-97.880501,26.387611
3121724,GE1.6-91,1600,-97.880493,45.156994
3121732,GE1.6-91,1600,-97.880493,45.190594
3066740,G114-2.1,2100,-97.880051,35.250195
3097209,GE2.72-116,2720,-97.879776,45.105572
3093796,GE2.72-116,2720,-97.879578,45.071762
3065065,G114-2.1,2100,-97.878815,35.298325
3035143,GE1.6-82.5,1600,-97.87809,47.201691
3047667,V100-2.0,2000,-97.877853,35.736404
3047649,V100-2.0,2000,-97.877785,35.701485
3121761,GE1.6-91,1600,-97.877289,45.205791
3054161,GE2.0-116,2075,-97.877205,34.687977
3096960,GE2.72-116,2720,-97.877182,45.086124
3054160,GE2.0-116,2075,-97.876999,34.701862
3121720,GE1.6-91,1600,-97.876892,45.18869
3096959,GE2.72-116,2720,-97.876785,45.094875
3109329,V120-2.2,2200,-97.876534,26.391159
3065063,G114-2.0,2000,-97.876503,35.281807
3047643,V100-2.0,2000,-97.87645,35.686039
3115929,V120-2.2,2200,-97.876427,26.374111
3094430,GE2.72-116,2720,-97.876213,45.033764
3066509,G114-2.1,2100,-97.876045,35.252277
3121737,GE1.6-91,1600,-97.875488,45.157391
3094306,GE2.72-116,2720,-97.875114,45.074074
3083874,GE2.5-116,2500,-97.874893,42.180691
3047668,V100-2.0,2000,-97.874863,35.737377
3047650,V100-2.0,2000,-97.874489,35.702263
3121763,GE1.6-91,1600,-97.87439,45.207191
3110023,V120-2.2,2200,-97.873749,26.3794
3053391,GE1.79-100,1790,-97.873642,41.953053
3053293,GE1.79-100,1790,-97.87352,41.972862
3121739,GE1.6-91,1600,-97.873489,45.187992
3054162,GE2.0-116,2075,-97.873398,34.689484
3096956,GE2.72-116,2720,-97.873154,45.096874
3065086,G114-2.1,2100,-97.872871,35.296551
3121716,GE1.6-91,1600,-97.872787,45.158894
3051443,V100-2.0,2000,-97.87233,35.705982
3065064,G114-2.0,2000,-97.872238,35.283459
3065709,G114-2.1,2100,-97.872208,35.252747
3065083,G114-2.1,2100,-97.872154,35.270775
3026330,GE1.5-77,1500,-97.871994,47.046291
3095874,GE2.72-116,2720,-97.871872,45.076324
3047644,V100-2.0,2000,-97.871742,35.684902
3047669,V100-2.0,2000,-97.871475,35.737331
3109208,V120-2.2,2200,-97.870712,26.387836
3093093,GE2.72-116,2720,-97.870621,45.066254
3095806,GE2.72-116,2720,-97.869499,45.034973
3109116,V110-2.0,2000,-97.8694,26.38188
3121729,GE1.6-91,1600,-97.868988,45.160294
3026331,GE1.5-77,1500,-97.868889,47.048191
3054163,GE2.0-116,2075,-97.86837,34.691586
3065084,G114-2.1,2100,-97.867851,35.269173
3047655,V100-2.0,2000,-97.867638,35.717323
3066788,G114-2.1,2100,-97.867599,35.241035
3047670,V100-2.0,2000,-97.8675,35.731583
3094141,GE2.72-116,2720,-97.867088,45.077442
3054145,GE2.0-116,2075,-97.866806,34.730515
3121766,GE1.6-91,1600,-97.866791,45.162693
3026332,GE1.5-77,1500,-97.866493,47.049992
3093335,GE2.72-116,2720,-97.866356,45.067928
3051137,V100-2.0,2000,-97.866058,35.781948
3054911,V100-2.0,2000,-97.865898,35.742989
3121744,GE1.6-91,1600,-97.865791,45.201591
3026333,GE1.5-77,1500,-97.865089,47.052692
3095041,GE2.72-116,2720,-97.864708,45.034241
3109772,V120-2.2,2200,-97.864502,26.3957
3110562,V120-2.2,2200,-97.864487,26.402781
3109588,V120-2.2,2200,-97.864326,26.409681
3065077,G114-2.0,2000,-97.864243,35.26907
3053392,GE1.79-100,1790,-97.864052,41.960392
3065059,G114-2.0,2000,-97.864037,35.281837
3121745,GE1.6-91,1600,-97.863991,45.203991
3047671,V100-2.0,2000,-97.8638,35.731091
3035164,GE1.6-82.5,1600,-97.863693,47.207191
3121748,GE1.6-91,1600,-97.863693,45.163891
3065075,G114-2.0,2000,-97.863571,35.297432
3095222,GE2.72-116,2720,-97.862953,45.057583
3047656,V100-2.0,2000,-97.8629,35.716675
3095896,GE2.72-116,2720,-97.862785,45.079102
3066789,G114-2.1,2100,-97.862511,35.248951
3053408,GE1.79-100,1790,-97.861618,41.973503
3073724,V100-2.0,2000,-97.861519,35.781086
3026334,GE1.5-77,1500,-97.860794,47.053791
3065087,G114-2.0,2000,-97.860359,35.281837
3107671,V110-2.0,2000,-97.859978,26.317133
3035144,GE1.6-82.5,1600,-97.859894,47.207291
3054227,GE2.0-116,2075,-97.859764,34.733849
3054164,GE2.0-116,2075,-97.859558,34.70105
3065066,G114-2.0,2000,-97.859528,35.316597
3094923,GE2.72-116,2720,-97.859299,45.139244
3109755,V120-2.2,2200,-97.859261,26.349751
3094804,GE2.72-116,2720,-97.859238,45.060543
3095631,GE2.72-116,2720,-97.859192,45.129532
3109257,V120-2.2,2200,-97.859093,26.360298
3065081,G114-2.1,2100,-97.859085,35.268814
3109413,V120-2.2,2200,-97.859024,26.371544
3065076,G114-2.0,2000,-97.859016,35.297935
3047682,V100-2.0,2000,-97.858627,35.752743
3110092,V120-2.2,2200,-97.858467,26.396284
3026335,GE1.5-77,1500,-97.858292,47.055092
3093236,GE2.72-116,2720,-97.858261,45.120728
3110377,V120-2.2,2200,-97.857925,26.385477
3047672,V100-2.0,2000,-97.857903,35.734783
3079565,AW125/3150,3150,-97.857262,36.061401
3075580,G114-2.1,2100,-97.856865,35.248852
3051135,V100-2.0,2000,-97.856819,35.780205
3097404,GE2.72-116,2720,-97.856621,45.104836
3093128,GE2.72-116,2720,-97.856133,45.069496
3054228,GE2.0-116,2075,-97.855911,34.733551
3057730,GE2.0-116,2075,-97.855911,34.716431
3095054,GE2.72-116,2720,-97.855728,45.135841
3026337,GE1.5-77,1500,-97.855492,47.056492
3110715,V120-2.2,2200,-97.855377,26.37738
3065082,G114-2.1,2100,-97.855209,35.268814
3109981,V120-2.2,2200,-97.855133,26.407801
3109552,V120-2.2,2200,-97.855103,26.40037
3054165,GE2.0-116,2075,-97.854637,34.697624
3108566,V110-2.0,2000,-97.854599,26.316875
3109884,V120-2.2,2200,-97.854408,26.360859
3052506,GE1.79-100,1790,-97.854248,41.966373
3063533,G114-2.1,2100,-97.854195,35.316376
3094933,GE2.72-116,2720,-97.854149,45.147263
3051132,V100-2.0,2000,-97.854057,35.765732
3050399,V100-2.0,2000,-97.853729,35.734631
3097554,GE2.72-116,2720,-97.853569,45.095692
3051136,V100-2.0,2000,-97.8535,35.780239
3047683,V100-2.0,2000,-97.853455,35.752701
3065078,G114-2.1,2100,-97.853355,35.24884
3109747,V120-2.2,2200,-97.852974,26.350943
3096225,GE2.72-116,2720,-97.852318,45.082165
3110573,V120-2.2,2200,-97.852249,26.321465
3073771,GE1.79-100,1790,-97.851952,41.973579
3079837,AW125/3150,3150,-97.851845,36.0606
3057154,GE2.0-116,2075,-97.851654,34.733253
3110387,V120-2.2,2200,-97.851601,26.34198
3094459,GE2.72-116,2720,-97.851578,45.138802
3109784,V120-2.2,2200,-97.851372,26.369478
3054177,GE2.0-116,2075,-97.851044,34.672569
3054166,GE2.0-116,2075,-97.850746,34.697746
3065060,G114-2.1,2100,-97.850571,35.316303
3094710,GE2.72-116,2720,-97.850479,45.149612
3097338,GE2.72-116,2720,-97.850304,45.105984
3097507,GE2.72-116,2720,-97.85025,45.098457
3110383,V120-2.2,2200,-97.850044,26.361834
3050400,V100-2.0,2000,-97.850037,35.765968
3109570,V110-2.0,2000,-97.849823,26.407858
3054193,GE2.0-116,2075,-97.8498,34.661583
3047684,V100-2.0,2000,-97.849564,35.752888
3047673,V100-2.0,2000,-97.849556,35.734859
3047709,V100-2.0,2000,-97.849464,35.780231
3109838,V120-2.2,2200,-97.849373,26.392982
3054146,GE2.0-116,2075,-97.849304,34.712982
3095963,GE2.72-116,2720,-97.849281,45.111446
3116146,V120-2.2,2200,-97.848022,26.377363
3109867,V120-2.2,2200,-97.847916,26.385189
3096127,GE2.72-116,2720,-97.847809,45.11544
3077307,AW125/3150,3150,-97.847687,36.107708
3110798,V120-2.2,2200,-97.847626,26.333723
3109644,V120-2.2,2200,-97.847519,26.326872
3079771,AW125/3150,3150,-97.847153,36.034351
3110811,V120-2.2,2200,-97.84697,26.350809
3054178,GE2.0-116,2075,-97.846962,34.672104
3057155,GE2.0-116,2075,-97.84639,34.733086
3054167,GE2.0-116,2075,-97.846085,34.698948
3109377,V110-2.0,2000,-97.84597,26.315733
3054147,GE2.0-116,2075,-97.845833,34.716431
3047674,V100-2.0,2000,-97.845604,35.736752
3047710,V100-2.0,2000,-97.845573,35.773281
3093030,GE2.72-116,2720,-97.845551,45.072105
3097794,GE2.72-116,2720,-97.845467,45.106216
3097062,GE2.72-116,2720,-97.845245,45.098782
3051131,V100-2.0,2000,-97.845245,35.752876
3110127,V120-2.2,2200,-97.845139,26.340725
3110380,V120-2.2,2200,-97.845108,26.368826
3095208,GE2.72-116,2720,-97.84494,45.150291
3053409,GE1.79-100,1790,-97.844353,41.973614
3109869,V120-2.2,2200,-97.844162,26.361536
3110145,V120-2.2,2200,-97.844017,26.355045
3110373,V110-2.0,2000,-97.843307,26.405422
3110374,V120-2.2,2200,-97.842972,26.398052
3077715,AW125/3150,3150,-97.842834,36.107632
3054179,GE2.0-116,2075,-97.842369,34.671707
3109474,V120-2.2,2200,-97.842316,26.389189
3051129,V100-2.0,2000,-97.841949,35.751877
3110829,V120-2.2,2200,-97.841934,26.332853
3054148,GE2.0-116,2075,-97.841629,34.71558
3047675,V100-2.0,2000,-97.841614,35.735035
3054131,GE2.0-116,2075,-97.841599,34.760456
3047711,V100-2.0,2000,-97.841522,35.777409
3109333,V120-2.2,2200,-97.841141,26.322994
3110747,V120-2.2,2200,-97.841003,26.343292
3110379,V120-2.2,2200,-97.840546,26.370642
3110549,V110-2.0,2000,-97.840149,26.315794
3110110,V120-2.2,2200,-97.840118,26.380016
3047696,V100-2.0,2000,-97.839844,35.764149
3065073,G114-2.0,2000,-97.83976,35.250675
3054194,GE2.0-116,2075,-97.839134,34.662704
3096041,GE2.72-116,2720,-97.838455,45.129032
3075982,AW125/3150,3150,-97.838371,36.060299
3079545,AW125/3150,3150,-97.838333,36.034157
3054180,GE2.0-116,2075,-97.837952,34.672306
3076362,AW125/3150,3150,-97.837936,36.105991
3110187,V120-2.2,2200,-97.837791,26.398537
3054132,GE2.0-116,2075,-97.837677,34.759624
3095271,GE2.72-116,2720,-97.837448,45.140053
3109968,V120-2.2,2200,-97.837433,26.355545
3109572,V120-2.2,2200,-97.837425,26.348648
3096381,GE2.72-116,2720,-97.836823,45.118233
3047712,V100-2.0,2000,-97.83654,35.778225
3047685,V100-2.0,2000,-97.836212,35.75021
3054149,GE2.0-116,2075,-97.836182,34.719124
3050401,V100-2.0,2000,-97.835815,35.763191
3109037,V110-2.0,2000,-97.835739,26.420202
3109939,V120-2.2,2200,-97.835663,26.427759
3110833,V120-2.2,2200,-97.835365,26.326559
3109534,V120-2.2,2200,-97.834572,26.340197
3065072,G114-2.1,2100,-97.834381,35.252132
3109877,V120-2.2,2200,-97.83416,26.378426
3054195,GE2.0-116,2075,-97.834053,34.661674
3079547,AW125/3150,3150,-97.833916,36.037571
3076190,AW125/3150,3150,-97.8339,36.069923
3077238,AW125/3150,3150,-97.833885,36.055336
3081038,AW125/3150,3150,-97.833847,36.105568
3080226,AW125/3150,3150,-97.833763,36.084442
3109989,V120-2.2,2200,-97.83358,26.387686
3109767,V120-2.2,2200,-97.833534,26.315874
3054133,GE2.0-116,2075,-97.833504,34.762264
3110105,V120-2.2,2200,-97.833305,26.358519
3054168,GE2.0-116,2075,-97.83329,34.699127
3109222,V120-2.2,2200,-97.833252,26.365839
3096090,GE2.72-116,2720,-97.833031,45.113308
3110699,V110-2.0,2000,-97.832947,26.3311
3054181,GE2.0-116,2075,-97.832909,34.671608
3109095,V110-2.0,2000,-97.832497,26.409719
3047676,V100-2.0,2000,-97.832321,35.737713
3047713,V100-2.0,2000,-97.83226,35.778206
3047697,V100-2.0,2000,-97.8321,35.763325
3109300,V120-2.2,2200,-97.832062,26.397785
3054150,GE2.0-116,2075,-97.831802,34.719246
3054883,V100-2.0,2000,-97.830788,35.750153
3076266,AW125/3150,3150,-97.83036,36.109516
3065071,G114-2.1,2100,-97.830353,35.254803
3054134,GE2.0-116,2075,-97.829865,34.762077
3079776,AW125/3150,3150,-97.829559,36.070869
3080598,AW125/3150,3150,-97.82943,36.038235
3047714,V100-2.0,2000,-97.828949,35.778404
3061335,GE2.0-116,2075,-97.828926,34.673267
3054151,GE2.0-116,2075,-97.828415,34.718788
3096485,GE2.72-116,2720,-97.828331,45.11475
3109926,V120-2.2,2200,-97.828323,26.377914
3110096,V120-2.2,2200,-97.828224,26.367216
3110056,V110-2.0,2000,-97.82795,26.412477
3047677,V100-2.0,2000,-97.827881,35.737801
3054171,GE2.0-116,2075,-97.827858,34.691616
3075506,V100-2.0,2000,-97.82782,35.762821
3094586,GE2.72-116,2720,-97.827782,45.147003
3054169,GE2.0-116,2075,-97.827766,34.700443
3109192,V120-2.2,2200,-97.827698,26.399748
3095454,GE2.72-116,2720,-97.827644,45.135021
3051130,V100-2.0,2000,-97.827171,35.748608
3095447,GE2.72-116,2720,-97.826622,45.129852
3065070,G114-2.1,2100,-97.826454,35.255257
3080138,AW125/3150,3150,-97.826096,36.034702
3075505,V100-2.0,2000,-97.825706,35.778732
3076163,AW125/3150,3150,-97.825172,36.109886
3076346,AW125/3150,3150,-97.824661,36.090057
3109960,V120-2.2,2200,-97.824539,26.388451
3054135,GE2.0-116,2075,-97.824341,34.764153
3109687,V120-2.2,2200,-97.824028,26.369411
3111157,V110-2.0,2000,-97.824005,26.403263
