case_id,t_model,t_cap,Longitude,Latitude
3028710,GE1.5-77,1500,-124.068687,46.794094
3028711,GE1.5-77,1500,-124.066582,46.793896
3028712,GE1.5-77,1500,-124.064682,46.792496
3028713,GE1.5-77,1500,-124.062088,46.791294
3072509,SI.250,250,-122.80687,44.867569
3072859,29-STALL-225,225,-122.679672,38.15757
3092710,V136-3.6,3600,-122.669838,46.754021
3092602,V136-3.6,3600,-122.667145,46.751923
3092694,V136-3.6,3600,-122.661018,46.751606
3093953,V136-3.6,3600,-122.657883,46.748943
3095341,V136-3.6,3600,-122.652885,46.747486
3093595,V136-3.6,3600,-122.637383,46.740673
3095340,V136-3.6,3600,-122.635384,46.737484
3095339,V136-3.6,3600,-122.631584,46.734974
3094131,V136-3.6,3600,-122.628983,46.732895
3095532,V136-3.6,3600,-122.626282,46.730225
3094180,V136-3.6,3600,-122.622887,46.728153
3093641,V136-3.6,3600,-122.620186,46.725075
3094573,V136-3.6,3600,-122.614883,46.725334
3094076,V136-3.6,3600,-122.611687,46.723286
3094320,V136-3.6,3600,-122.606384,46.722004
3094732,V136-3.6,3600,-122.602585,46.718765
3094767,V136-3.6,3600,-122.599983,46.713573
3094657,V136-3.6,3600,-122.593384,46.713074
3095159,V136-3.6,3600,-122.589287,46.712406
3093942,V136-3.6,3600,-122.584785,46.710785
3094954,V136-3.6,3600,-122.582382,46.704296
3093666,V136-3.6,3600,-122.579384,46.702156
3095092,V136-3.6,3600,-122.573883,46.702576
3095338,V136-3.6,3600,-122.570389,46.704403
3094269,V136-3.6,3600,-122.562485,46.706623
3093805,V136-3.6,3600,-122.559288,46.704243
3095337,V136-3.6,3600,-122.551788,46.701305
3094224,V136-3.6,3600,-122.547882,46.698166
3093719,V136-3.6,3600,-122.543884,46.697723
3094724,V136-3.6,3600,-122.540085,46.696766
3094671,V136-3.6,3600,-122.535683,46.695404
3094217,V136-3.6,3600,-122.530388,46.695393
3094577,V136-3.6,3600,-122.521782,46.696064
3094209,V136-3.6,3600,-122.517487,46.691433
3095579,V136-3.6,3600,-122.513489,46.689865
3093839,V136-3.6,3600,-122.507385,46.687485
3094181,V136-3.6,3600,-122.503983,46.685745
3094259,V136-3.6,3600,-122.499489,46.685093
3044244,,0,-122.258682,47.927795
3040605,GE1.5-77,1500,-122.193886,40.111195
3048446,GE1.85-82.5,1850,-122.092079,38.233505
3040085,GE1.5-77,1500,-122.089287,38.232296
3040412,GE1.5-77,1500,-121.935188,38.687595
3016928,GE1.5-77,1500,-121.882988,38.144096
3016934,GE1.5-77,1500,-121.879189,38.157295
3016930,GE1.5-77,1500,-121.878586,38.155296
3016978,GE1.5-77,1500,-121.878586,38.142895
3016991,GE1.5-77,1500,-121.878586,38.180393
3016998,GE1.5-77,1500,-121.878189,38.174397
3017006,GE1.5-77,1500,-121.877991,38.153194
3016925,GE1.5-77,1500,-121.877884,38.151196
3016983,GE1.5-77,1500,-121.877785,38.141594
3016986,GE1.5-77,1500,-121.87709,38.178795
3016992,GE1.5-77,1500,-121.876785,38.172695
3016979,GE1.5-77,1500,-121.876289,38.139793
3016980,GE1.5-77,1500,-121.876083,38.137894
3017034,GE1.5-77,1500,-121.875984,38.159294
3016993,GE1.5-77,1500,-121.875488,38.170395
3029496,MM92,2000,-121.874985,38.189896
3017003,GE1.5-77,1500,-121.874687,38.165195
3071164,MM92,2000,-121.874413,38.187416
3016941,GE1.5-77,1500,-121.87439,38.136696
3017032,GE1.5-77,1500,-121.873993,38.168198
3017009,GE1.5-77,1500,-121.873688,38.163395
3043783,MM92,2050,-121.872688,38.145294
3016943,GE1.5-77,1500,-121.872688,38.157894
3016926,GE1.5-77,1500,-121.872284,38.156296
3028675,MM92,2000,-121.872086,38.196896
3028676,MM92,2000,-121.87159,38.194695
3016999,GE1.5-77,1500,-121.87149,38.154396
3043788,MM92,2050,-121.871185,38.143295
3016977,GE1.5-77,1500,-121.870789,38.152096
3017002,GE1.5-77,1500,-121.869591,38.178894
3028677,MM92,2000,-121.869484,38.192894
3016944,GE1.5-77,1500,-121.868088,38.158295
3017008,GE1.5-77,1500,-121.867584,38.177494
3043717,MM92,2050,-121.866684,38.128197
3029497,MM92,2000,-121.866684,38.191093
3016994,GE1.5-77,1500,-121.866684,38.168896
3017004,GE1.5-77,1500,-121.866287,38.176094
3016927,GE1.5-77,1500,-121.86599,38.155396
3017000,GE1.5-77,1500,-121.865891,38.167397
3043764,MM92,2050,-121.865089,38.141193
3043655,MM92,2050,-121.864883,38.123795
3016945,GE1.5-77,1500,-121.864288,38.153595
3043769,MM92,2050,-121.86409,38.137394
3043762,MM92,2050,-121.86409,38.143795
3043721,MM92,2050,-121.863686,38.126293
3017033,GE1.5-77,1500,-121.863091,38.165794
3017007,GE1.5-77,1500,-121.863091,38.174694
3028678,MM92,2000,-121.862984,38.188793
3043766,MM92,2050,-121.862785,38.139793
3017001,GE1.5-77,1500,-121.862083,38.164097
3016997,GE1.5-77,1500,-121.861885,38.173294
3043757,MM92,2050,-121.861687,38.121593
3016924,GE1.5-77,1500,-121.860985,38.153294
3041009,MM92,2050,-121.860786,38.181995
3016982,GE1.5-77,1500,-121.860687,38.116894
3028679,MM92,2000,-121.860588,38.187195
3016990,GE1.5-77,1500,-121.86039,38.148193
3043634,MM92,2050,-121.860184,38.129795
3016970,GE1.5-77,1500,-121.860085,38.147095
3017005,GE1.5-77,1500,-121.859787,38.171993
3016929,GE1.5-77,1500,-121.859589,38.159195
3016932,GE1.5-77,1500,-121.85849,38.158096
3043737,MM92,2050,-121.858284,38.124695
3043792,MM92,2050,-121.858086,38.143295
3028680,MM92,2000,-121.858086,38.185696
3016995,GE1.5-77,1500,-121.857788,38.171295
3043770,MM92,2050,-121.857384,38.136196
3016933,GE1.5-77,1500,-121.857285,38.156895
3016989,GE1.5-77,1500,-121.857185,38.108196
3041010,MM92,2050,-121.856888,38.181995
3043713,MM92,2050,-121.856689,38.120895
3016959,GE1.5-77,1500,-121.856384,38.116196
3017011,GE1.5-77,1500,-121.856285,38.147396
3043763,MM92,2050,-121.855888,38.138496
3043645,MM92,2050,-121.855583,38.128395
3016938,GE1.5-77,1500,-121.855286,38.169994
3043740,MM92,2050,-121.854988,38.140995
3043804,MM92,2050,-121.854988,38.179794
3043707,MM92,2050,-121.854889,38.123695
3016962,GE1.5-77,1500,-121.854286,38.115395
3016946,GE1.5-77,1500,-121.85379,38.106693
3016984,GE1.5-77,1500,-121.85379,38.107994
3017010,GE1.5-77,1500,-121.853485,38.153397
3041012,MM92,2050,-121.853386,38.175995
3016985,GE1.5-77,1500,-121.852989,38.151997
3016960,GE1.5-77,1500,-121.852684,38.114697
3043790,MM92,2050,-121.851784,38.145893
3041011,MM92,2050,-121.851685,38.178196
3016961,GE1.5-77,1500,-121.851486,38.113594
3043735,MM92,2050,-121.850784,38.127193
3016996,GE1.5-77,1500,-121.850784,38.112396
3041013,MM92,2050,-121.850487,38.174595
3043778,MM92,2050,-121.850487,38.143494
3016976,GE1.5-77,1500,-121.850189,38.169796
3040552,SWT-2.3-93,2300,-121.85009,38.103794
3016939,GE1.5-77,1500,-121.849586,38.166794
3016931,GE1.5-77,1500,-121.849289,38.168194
3040473,SWT-2.3-93,2300,-121.84919,38.100494
3043772,MM92,2050,-121.848885,38.150993
3016981,GE1.5-77,1500,-121.848785,38.123295
3016963,GE1.5-77,1500,-121.848686,38.111996
3072624,MM92,2050,-121.848396,38.159054
3016968,GE1.5-77,1500,-121.848289,38.096497
3043765,MM92,2050,-121.848083,38.138996
3016988,GE1.5-77,1500,-121.847984,38.117596
3069712,GE1.5-77,1500,-121.847839,38.163826
3016987,GE1.5-77,1500,-121.847588,38.115696
3043793,MM92,2050,-121.847488,38.148396
3016964,GE1.5-77,1500,-121.847389,38.093197
3016952,GE1.5-77,1500,-121.84729,38.095097
3017016,GE1.5-77,1500,-121.846985,38.091694
3043773,MM92,2050,-121.846886,38.142197
3040551,SWT-2.3-93,2300,-121.84639,38.106396
3043739,MM92,2050,-121.845985,38.135895
3040428,SWT-2.3-93,2300,-121.845688,38.100094
3043775,MM92,2050,-121.845589,38.146294
3043791,MM92,2050,-121.84539,38.154095
3043675,MM92,2050,-121.845085,38.108696
3017031,GE1.5-77,1500,-121.845085,38.122494
3043768,MM92,2050,-121.844185,38.138393
3043741,MM92,2050,-121.843987,38.156494
3043742,MM92,2050,-121.842384,38.152096
3040550,SWT-2.3-93,2300,-121.841888,38.106194
3043779,MM92,2050,-121.841888,38.118793
3043771,MM92,2050,-121.841789,38.134796
3043716,MM92,2050,-121.841583,38.128094
3040427,SWT-2.3-93,2300,-121.841286,38.102596
3043746,MM92,2050,-121.841286,38.148697
3043685,MM92,2050,-121.841187,38.112396
3069728,GE1.5-77,1500,-121.840996,38.141312
3070014,GE1.5-77,1500,-121.840935,38.142971
3069718,GE1.5-77,1500,-121.840706,38.145382
3028682,MM92,2000,-121.840691,38.173996
3071165,MM92,2000,-121.840057,38.176815
3040413,SWT-2.3-93,2300,-121.83989,38.100395
3029498,MM92,2000,-121.83979,38.179497
3043736,MM92,2050,-121.839485,38.114994
3016965,GE1.5-77,1500,-121.839188,38.096294
3043738,MM92,2050,-121.839088,38.126694
3016967,GE1.5-77,1500,-121.839088,38.094696
3069711,GE1.5-77,1500,-121.838966,38.168739
3017013,GE1.5-77,1500,-121.83889,38.093094
3035994,SWT-2.3-93,2300,-121.838882,40.905396
3017015,GE1.5-77,1500,-121.838585,38.091797
3043718,MM92,2050,-121.838287,38.124496
3070016,GE1.5-77,1500,-121.838264,38.137993
3028683,MM92,2000,-121.838188,38.170795
3017017,GE1.5-77,1500,-121.83799,38.167595
3016958,GE1.5-77,1500,-121.837685,38.164795
3070015,GE1.5-77,1500,-121.837669,38.139912
3069729,GE1.5-77,1500,-121.837669,38.136944
3043666,MM92,2050,-121.837585,38.130394
3017014,GE1.5-77,1500,-121.837585,38.089497
3016954,GE1.5-77,1500,-121.837585,38.163296
3043696,MM92,2050,-121.837189,38.111794
3016957,GE1.5-77,1500,-121.83709,38.166393
3016955,GE1.5-77,1500,-121.83699,38.161797
3040568,SWT-2.3-93,2300,-121.836784,38.106495
3017012,GE1.5-77,1500,-121.836784,38.088295
3028684,MM92,2000,-121.836388,38.174095
3040567,SWT-2.3-93,2300,-121.83609,38.104294
3043777,MM92,2050,-121.835983,38.109596
3043776,MM92,2050,-121.83519,38.119293
3016949,GE1.5-77,1500,-121.83519,38.160194
3016951,GE1.5-77,1500,-121.834885,38.158497
3028685,MM92,2000,-121.834686,38.176395
3127319,V150-4.5,4500,-121.834305,38.085648
3035993,SWT-2.3-93,2300,-121.833687,40.905296
3020539,V80-1.8,1800,-121.83329,38.151497
3043734,MM92,2050,-121.833084,38.117794
3013684,V80-1.8,1800,-121.832985,38.150295
3013685,V80-1.8,1800,-121.832687,38.148994
3016971,GE1.5-77,1500,-121.832687,38.155396
3043732,MM92,2050,-121.832291,38.115597
3013686,V80-1.8,1800,-121.832291,38.147495
3028686,MM92,2000,-121.831688,38.179195
3013687,V80-1.8,1800,-121.83149,38.146294
3013688,V80-1.8,1800,-121.83139,38.145294
3127458,V150-4.5,4500,-121.831253,38.092644
3013689,V80-1.8,1800,-121.830589,38.143894
3028687,MM92,2000,-121.829887,38.175896
3016973,GE1.5-77,1500,-121.829788,38.154896
3127467,V150-4.5,4500,-121.82901,38.090183
3127409,V150-4.5,4500,-121.828819,38.078789
3127453,V150-4.5,4500,-121.828224,38.081337
3016956,GE1.5-77,1500,-121.828186,38.168694
3016940,GE1.5-77,1500,-121.827583,38.164295
3016948,GE1.5-77,1500,-121.827583,38.162395
3016969,GE1.5-77,1500,-121.827385,38.167194
3040041,SWT-2.3-93,2300,-121.827286,38.135094
3035992,SWT-2.3-93,2300,-121.826584,40.904396
3016950,GE1.5-77,1500,-121.826584,38.161095
3071166,MM92,2000,-121.826385,38.179615
3054232,SWT-2.3-93,2300,-121.826187,40.902294
3016974,GE1.5-77,1500,-121.826088,38.154995
3016942,GE1.5-77,1500,-121.82579,38.159195
3127360,V150-4.5,4500,-121.8256,38.084045
3040051,SWT-2.3-93,2300,-121.825386,38.133595
3040057,SWT-2.3-93,2300,-121.825287,38.130295
3016972,GE1.5-77,1500,-121.825287,38.157494
3035990,SWT-2.3-93,2300,-121.824585,40.914696
3072623,V80-1.8,1800,-121.823776,38.107227
3035991,SWT-2.3-93,2300,-121.823685,40.901096
3035989,SWT-2.3-93,2300,-121.823586,40.912697
3040101,SWT-2.3-93,2300,-121.823586,38.129093
3072301,V80-1.8,1800,-121.823227,38.109604
3069110,V80-1.8,1800,-121.823029,38.105862
3016935,GE1.5-77,1500,-121.822685,38.166996
3028689,MM92,2000,-121.822388,38.179893
3040104,SWT-2.3-93,2300,-121.822189,38.124096
3035988,SWT-2.3-93,2300,-121.821983,40.910793
3041014,MM92,2050,-121.821785,38.175896
3035995,SWT-2.3-93,2300,-121.821388,40.900097
3035595,V90-1.8,1800,-121.821091,38.092495
3069096,V80-1.8,1800,-121.821007,38.15395
3035596,V90-1.8,1800,-121.820885,38.090897
3069095,V80-1.8,1800,-121.820702,38.152542
3040102,SWT-2.3-93,2300,-121.820686,38.127895
3069108,V80-1.8,1800,-121.820541,38.102337
3007908,V80-1.8,1800,-121.820488,38.151394
3040005,SWT-2.3-93,2300,-121.820389,38.138096
3035597,V90-1.8,1800,-121.820389,38.089195
3069109,V80-1.8,1800,-121.820267,38.103939
3035598,V90-1.8,1800,-121.820084,38.087597
3069098,V80-1.8,1800,-121.819847,38.150177
3071445,V80-1.8,1800,-121.819588,38.101433
3035987,SWT-2.3-93,2300,-121.819183,40.909996
3040103,SWT-2.3-93,2300,-121.818687,38.126797
3040006,SWT-2.3-93,2300,-121.818489,38.136597
3016975,GE1.5-77,1500,-121.818489,38.166897
3013690,V80-1.8,1800,-121.81839,38.157494
3013691,V80-1.8,1800,-121.818291,38.156094
3040245,SWT-2.3-93,2300,-121.818184,38.119095
3040120,SWT-2.3-93,2300,-121.817963,38.11639
3071446,V80-1.8,1800,-121.81794,38.100777
3040022,SWT-2.3-93,2300,-121.817886,38.131794
3028690,MM92,2000,-121.817787,38.179893
3127345,V150-4.5,4500,-121.817726,38.074799
3044371,MWT62/1.0,1000,-121.81749,38.420094
3017030,GE1.5-77,1500,-121.817284,38.165894
3040021,SWT-2.3-93,2300,-121.816689,38.135197
3035986,SWT-2.3-93,2300,-121.816589,40.909496
3035601,V90-1.8,1800,-121.816383,38.084293
3035600,V90-1.8,1800,-121.816284,38.085896
3016937,GE1.5-77,1500,-121.816284,38.164696
3040017,SWT-2.3-93,2300,-121.815491,38.129494
3041017,MM92,2050,-121.815384,38.173195
3013692,V80-1.8,1800,-121.815384,38.143494
3069094,V80-1.8,1800,-121.815323,38.155361
3017035,GE1.5-77,1500,-121.815285,38.163197
3035602,V90-1.8,1800,-121.814888,38.082195
3041015,MM92,2050,-121.81459,38.175396
3069097,V80-1.8,1800,-121.814392,38.153801
3016947,GE1.5-77,1500,-121.814285,38.162193
3127554,V150-4.5,4500,-121.814209,38.080029
3035985,SWT-2.3-93,2300,-121.813789,40.908997
3040244,SWT-2.3-93,2300,-121.813187,38.119797
3013693,V80-1.8,1800,-121.812988,38.142395
3013705,V80-1.8,1800,-121.812988,38.113895
3016936,GE1.5-77,1500,-121.812988,38.160995
3127478,V150-4.5,4500,-121.812828,38.077274
3040030,SWT-2.3-93,2300,-121.81279,38.125397
3028691,MM92,2000,-121.812584,38.179893
3013706,V80-1.8,1800,-121.812584,38.112095
3041019,MM92,2050,-121.812386,38.170895
3013694,V80-1.8,1800,-121.81179,38.141094
3035984,SWT-2.3-93,2300,-121.810989,40.908596
3013695,V80-1.8,1800,-121.81089,38.140095
3041018,MM92,2050,-121.810783,38.173294
3013707,V80-1.8,1800,-121.810783,38.107594
3040369,SWT-2.3-93,2300,-121.810387,38.119095
3035983,SWT-2.3-93,2300,-121.809685,40.906696
3040370,SWT-2.3-93,2300,-121.809586,38.116894
3041498,MM92,2050,-121.809387,38.175694
3013696,V80-1.8,1800,-121.80909,38.139595
3035609,V90-1.8,1800,-121.80909,38.093197
3127335,V150-4.5,4500,-121.808594,38.072895
3035982,SWT-2.3-93,2300,-121.807983,40.905094
3013697,V80-1.8,1800,-121.807587,38.138596
3072471,V80-1.8,1800,-121.807388,38.148594
3035981,SWT-2.3-93,2300,-121.806984,40.903095
3035611,V90-1.8,1800,-121.806984,38.091797
3072473,V80-1.8,1800,-121.806381,38.147598
3040396,SWT-2.3-93,2300,-121.805687,38.113895
3004213,V80-1.8,1800,-121.805489,38.146095
3013698,V80-1.8,1800,-121.80529,38.138096
3013700,V80-1.8,1800,-121.80529,38.134995
3040376,SWT-2.3-93,2300,-121.805183,38.119495
3040397,SWT-2.3-93,2300,-121.805084,38.111397
3035980,SWT-2.3-93,2300,-121.804985,40.901596
3013699,V80-1.8,1800,-121.804985,38.136696
3013701,V80-1.8,1800,-121.804291,38.133293
3040375,SWT-2.3-93,2300,-121.803986,38.117695
3035612,V90-1.8,1800,-121.803986,38.086594
3005456,V80-1.8,1800,-121.803787,38.108696
3013703,V80-1.8,1800,-121.803688,38.130394
3013702,V80-1.8,1800,-121.803688,38.131794
3072472,V80-1.8,1800,-121.803513,38.144878
3069101,V80-1.8,1800,-121.803383,38.143597
3035979,SWT-2.3-93,2300,-121.803284,40.899994
3073731,V80-1.8,1800,-121.803261,38.107079
3052183,V80-1.8,1800,-121.802994,38.110355
3071492,V80-1.8,1800,-121.802917,38.099075
3013704,V80-1.8,1800,-121.802589,38.128796
3028692,MM92,2000,-121.80249,38.179794
3069099,V80-1.8,1800,-121.80249,38.1422
3036697,SWT-2.3-93,2300,-121.801888,38.153694
3071498,V80-1.8,1800,-121.801735,38.100502
3040953,SWT-2.3-93,2300,-121.801689,38.150894
3035614,V90-1.8,1800,-121.801491,38.081196
3040958,SWT-2.3-93,2300,-121.801285,38.162697
3035978,SWT-2.3-93,2300,-121.801186,40.898697
3040377,SWT-2.3-93,2300,-121.801186,38.116894
3035606,V90-1.8,1800,-121.800987,38.082794
3035613,V90-1.8,1800,-121.800888,38.084496
3073735,V80-1.8,1800,-121.800713,38.104729
3073733,V80-1.8,1800,-121.800598,38.105984
3040956,SWT-2.3-93,2300,-121.800591,38.166294
3073736,V80-1.8,1800,-121.800484,38.102596
3002468,V80-1.8,1800,-121.800385,38.103695
3040962,SWT-2.3-93,2300,-121.799583,38.157894
3040398,SWT-2.3-93,2300,-121.799583,38.115295
3035977,SWT-2.3-93,2300,-121.799187,40.897095
3036694,SWT-2.3-93,2300,-121.799187,38.172394
3040399,SWT-2.3-93,2300,-121.798889,38.112797
3040954,SWT-2.3-93,2300,-121.798691,38.169697
3035976,SWT-2.3-93,2300,-121.79789,40.895294
3071167,MM92,2000,-121.797691,38.179733
3040957,SWT-2.3-93,2300,-121.797287,38.165497
3040959,SWT-2.3-93,2300,-121.797287,38.161896
3040963,SWT-2.3-93,2300,-121.797287,38.156094
3035644,V90-1.8,1800,-121.797287,38.074696
3035619,V90-1.8,1800,-121.797188,38.091293
3035604,V90-1.8,1800,-121.797089,38.088097
3035603,V90-1.8,1800,-121.796989,38.089695
3035975,SWT-2.3-93,2300,-121.796783,40.893394
3035615,V90-1.8,1800,-121.796486,38.078495
3035618,V90-1.8,1800,-121.79599,38.093594
3035616,V90-1.8,1800,-121.795387,38.076897
3071697,V80-1.8,1800,-121.795319,38.14896
3035974,SWT-2.3-93,2300,-121.794884,40.891895
3035617,V90-1.8,1800,-121.794685,38.073395
3071695,V80-1.8,1800,-121.794418,38.147507
3035622,V90-1.8,1800,-121.793983,38.086594
3035973,SWT-2.3-93,2300,-121.793884,40.889896
3072304,V80-1.8,1800,-121.793884,38.116596
3072303,V80-1.8,1800,-121.793785,38.118793
3070606,V80-1.8,1800,-121.793419,38.101658
3040964,SWT-2.3-93,2300,-121.793083,38.156395
3071499,V80-1.8,1800,-121.792946,38.100338
3036696,SWT-2.3-93,2300,-121.792885,38.152195
3029499,MM92,2000,-121.792885,38.179695
3071694,V80-1.8,1800,-121.792809,38.146057
3036695,SWT-2.3-93,2300,-121.792786,38.172295
3040960,SWT-2.3-93,2300,-121.792786,38.162594
3040961,SWT-2.3-93,2300,-121.792786,38.159595
3040955,SWT-2.3-93,2300,-121.792686,38.167095
3071699,V80-1.8,1800,-121.792587,38.142494
3071693,V80-1.8,1800,-121.792587,38.143696
3035972,SWT-2.3-93,2300,-121.79229,40.888195
3032840,V90-1.8,1800,-121.791985,38.071693
3072305,V80-1.8,1800,-121.791786,38.112495
3070609,V80-1.8,1800,-121.791428,38.103893
3008056,V80-1.8,1800,-121.790787,38.132595
3069105,V80-1.8,1800,-121.790688,38.133896
3035620,V90-1.8,1800,-121.790688,38.089695
3035605,V90-1.8,1800,-121.790688,38.092194
3007073,V80-1.8,1800,-121.79039,38.131096
3035971,SWT-2.3-93,2300,-121.790184,40.886795
3032841,V90-1.8,1800,-121.789986,38.084595
3069104,V80-1.8,1800,-121.789909,38.1357
3032842,V90-1.8,1800,-121.789787,38.082996
3011420,V80-1.8,1800,-121.789688,38.142094
3003010,V80-1.8,1800,-121.789589,38.136993
3069103,V80-1.8,1800,-121.78949,38.138893
3069100,V80-1.8,1800,-121.789398,38.140675
3032843,V90-1.8,1800,-121.788986,38.081493
3035608,V90-1.8,1800,-121.788383,38.076096
3035970,SWT-2.3-93,2300,-121.787888,40.885696
3032844,V90-1.8,1800,-121.787888,38.080093
3029500,MM92,2000,-121.786789,38.179497
3032845,V90-3.0,3000,-121.786484,38.078896
3070608,V80-1.8,1800,-121.786285,38.100395
3035969,SWT-2.3-93,2300,-121.785789,40.884296
3035607,V90-1.8,1800,-121.785789,38.087196
3071189,V80-1.8,1800,-121.785324,38.143784
3071698,V80-1.8,1800,-121.785164,38.145977
3025427,V90-3.0,3000,-121.785088,38.107494
3025426,V90-3.0,3000,-121.784988,38.109097
3025428,V90-3.0,3000,-121.784889,38.105896
3071188,V80-1.8,1800,-121.78463,38.14492
3071696,V80-1.8,1800,-121.784592,38.149357
3071692,V80-1.8,1800,-121.784363,38.147095
3070607,V80-1.8,1800,-121.784279,38.098576
3035623,V90-3.0,3000,-121.784187,38.074696
3071191,V80-1.8,1800,-121.784126,38.142296
3070604,V80-1.8,1800,-121.783997,38.116257
3069089,V80-1.8,1800,-121.783913,38.137535
3035624,V90-3.0,3000,-121.78389,38.089195
3035968,SWT-2.3-93,2300,-121.783783,40.882896
3071700,V80-1.8,1800,-121.783783,38.148281
3071190,V80-1.8,1800,-121.783768,38.140968
3029501,MM92,2000,-121.783485,38.178795
3071186,MM92,2000,-121.783363,38.167213
3069091,V80-1.8,1800,-121.783295,38.131195
3028694,MM92,2000,-121.783287,38.160194
3069090,V80-1.8,1800,-121.783188,38.134319
3029502,MM92,2000,-121.783089,38.174694
3071185,MM92,2000,-121.783058,38.169727
3069421,V80-1.8,1800,-121.783051,38.11758
3070605,V80-1.8,1800,-121.782974,38.114746
3074399,V80-1.8,1800,-121.782928,38.127995
3029503,MM92,2000,-121.78289,38.172195
3029506,MM92,2000,-121.782684,38.163994
3071187,V80-1.8,1800,-121.7826,38.139996
3035967,SWT-2.3-93,2300,-121.781883,40.881294
3102321,,0,-121.781288,38.488888
3102800,,0,-121.780487,38.488876
3035966,SWT-2.3-93,2300,-121.779884,40.879894
3035965,SWT-2.3-93,2300,-121.778183,40.878197
3035628,V90-3.0,3000,-121.777786,38.078594
3035627,V90-3.0,3000,-121.777489,38.080196
3035626,V90-3.0,3000,-121.777184,38.085396
3032846,V90-3.0,3000,-121.777184,38.083496
3032847,V90-3.0,3000,-121.777084,38.081894
3035625,V90-3.0,3000,-121.776985,38.087093
3035964,SWT-2.3-93,2300,-121.776588,40.876396
3127529,V150-4.5,4500,-121.775505,38.12384
3017022,V90-3.0,3000,-121.775284,38.095695
3129272,V150-4.5,4500,-121.775146,38.131641
3017021,V90-3.0,3000,-121.775085,38.097294
3017019,V90-3.0,3000,-121.775085,38.100594
3017020,V90-3.0,3000,-121.774887,38.098896
3017018,V90-3.0,3000,-121.774788,38.102196
3028696,MM92,2000,-121.774689,38.170094
3127495,V150-4.5,4500,-121.774521,38.120838
3126034,V150-4.5,4500,-121.774513,38.126522
3017024,V90-3.0,3000,-121.774284,38.105595
3017025,V90-3.0,3000,-121.774284,38.103893
3017023,V90-3.0,3000,-121.774284,38.107197
3041501,MM92,2050,-121.774284,38.179695
3029529,MM92,2000,-121.774284,38.141796
3035963,SWT-2.3-93,2300,-121.774086,40.875496
3029507,MM92,2000,-121.774086,38.165997
3029508,MM92,2000,-121.773689,38.161797
3029530,MM92,2000,-121.773689,38.137493
3028695,MM92,2000,-121.773483,38.175194
3029524,MM92,2000,-121.773285,38.151196
3025429,V90-3.0,3000,-121.772987,38.114197
3129094,V150-4.5,4500,-121.772751,38.12936
3029526,MM92,2000,-121.772484,38.146496
3029525,MM92,2000,-121.772285,38.148895
3025430,V90-3.0,3000,-121.771988,38.112095
3025431,V90-3.0,3000,-121.771988,38.110195
3025432,V90-3.0,3000,-121.771889,38.093796
3029527,MM92,2000,-121.771286,38.144096
3028697,MM92,2000,-121.771088,38.173195
3025433,V90-3.0,3000,-121.770988,38.092396
3025434,V90-3.0,3000,-121.77079,38.090694
3028698,MM92,2000,-121.770485,38.170593
3029533,MM92,2000,-121.770386,38.134296
3028700,MM92,2000,-121.769989,38.163994
3028699,MM92,2000,-121.769989,38.167995
3029520,MM92,2000,-121.769791,38.156796
3041020,MM92,2050,-121.768585,38.179295
3035638,V90-3.0,3000,-121.768387,38.081696
3029509,MM92,2000,-121.768288,38.161694
3035962,SWT-2.3-93,2300,-121.768089,40.874096
3029519,MM92,2000,-121.768089,38.153397
3029531,MM92,2000,-121.767487,38.140095
3029528,MM92,2000,-121.767288,38.143795
3032848,V90-3.0,3000,-121.766685,38.086094
3028701,MM92,2000,-121.766289,38.167095
3029518,MM92,2000,-121.76619,38.150097
3029521,MM92,2000,-121.76619,38.156296
3035629,V90-3.0,3000,-121.76609,38.083393
3035961,SWT-2.3-93,2300,-121.765388,40.873394
3029537,MM92,2000,-121.764984,38.129795
3041021,MM92,2050,-121.764786,38.179394
3028705,MM92,2000,-121.764587,38.147694
3028702,MM92,2000,-121.764389,38.165195
3029532,MM92,2000,-121.764191,38.137997
3029536,MM92,2000,-121.763985,38.132793
3025442,V90-3.0,3000,-121.763588,38.095295
3041026,MM92,2050,-121.76339,38.174397
3127342,V150-4.5,4500,-121.762894,38.121799
3035960,SWT-2.3-93,2300,-121.762787,40.872696
3029510,MM92,2000,-121.762787,38.158295
3025441,V90-3.0,3000,-121.762489,38.097095
3025438,V90-3.0,3000,-121.762085,38.103596
3029517,MM92,2000,-121.762085,38.145393
3127376,V150-4.5,4500,-121.762054,38.119026
3025439,V90-3.0,3000,-121.761986,38.100895
3041029,MM92,2050,-121.761887,38.171597
3025440,V90-3.0,3000,-121.761688,38.098896
3041500,MM92,2050,-121.76149,38.177395
3035959,SWT-2.3-93,2300,-121.760986,40.871094
3025435,V90-3.0,3000,-121.760788,38.110294
3025437,V90-3.0,3000,-121.760689,38.106594
3041022,MM92,2050,-121.76059,38.179695
3025436,V90-3.0,3000,-121.76049,38.108395
3028703,MM92,2000,-121.760284,38.163795
3029534,MM92,2000,-121.760284,38.136696
3029535,MM92,2000,-121.759888,38.133995
3028704,MM92,2000,-121.75959,38.156197
3035958,SWT-2.3-93,2300,-121.759087,40.869595
3029514,MM92,2000,-121.758591,38.148094
3041038,MM92,2050,-121.758385,38.171597
3029516,MM92,2000,-121.758385,38.141396
3029515,MM92,2000,-121.758286,38.145195
3035957,SWT-2.3-93,2300,-121.757988,40.867695
3041039,MM92,2050,-121.757988,38.158596
