Plant Name,Latitude,Longitude,Size,Technology
Skagway,59.454500,-135.313100,0.1,Conventional Hydroelectric
G W Ivey,25.475600,-80.470000,0.1,Petroleum Liquids
Marshall (MI),42.271700,-84.941100,0.1,Conventional Hydroelectric
Hoot Lake,46.290641,-96.043250,0.1,Petroleum Liquids
Arnold,41.421928,-100.195600,0.1,Petroleum Liquids
Emerson,42.276000,-96.729200,0.1,Petroleum Liquids
Spalding,41.681380,-98.367560,0.1,Conventional Hydroelectric
Spalding,41.681380,-98.367560,0.1,Conventional Hydroelectric
Danbury Dam,46.000000,-92.372500,0.1,Conventional Hydroelectric
Barron,45.401930,-91.840380,0.1,Conventional Hydroelectric
Washington Island,45.370922,-86.930820,0.1,Petroleum Liquids
Washington Island,45.370922,-86.930820,0.1,Petroleum Liquids
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Kotzebue Hybrid,66.837778,-162.556900,0.1,Onshore Wind Turbine
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Pebbly Beach Generating Station Hybrid,33.333056,-118.310300,0.1,Petroleum Liquids
Wrightsville Hydro Plant,44.309693,-72.575310,0.1,Conventional Hydroelectric
Tallassee Hydro Project,33.989153,-83.498450,0.1,Conventional Hydroelectric
Talcville,44.308300,-75.308300,0.1,Conventional Hydroelectric
Auglaize Hydro,41.237206,-84.399760,0.1,Conventional Hydroelectric
Argyle,42.701900,-89.869700,0.1,Conventional Hydroelectric
Anderson Power Products Division,42.471389,-71.743330,0.1,Petroleum Liquids
Deer Island Treatment Plant,42.353333,-70.962780,0.1,Solar Photovoltaic
San Diego State University,32.778225,-117.070100,0.1,Solar Photovoltaic
San Diego State University,32.778225,-117.070100,0.1,Solar Photovoltaic
Indian Valley Dam Hydro Project,39.078800,-122.535600,0.1,Conventional Hydroelectric
Newport Hydro,43.185300,-75.016900,0.1,Conventional Hydroelectric
CTV Power Purchase Contract Trust,35.058300,-118.308300,0.1,Onshore Wind Turbine
Avalon Hydropower,36.423715,-79.952490,0.1,Conventional Hydroelectric
DSM Pharmaceuticals,35.665961,-77.357440,0.1,Petroleum Liquids
Quinebaug Lower Project,41.798656,-71.886760,0.1,Conventional Hydroelectric
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Lanai Solar-Electric Plant,20.766700,-156.923300,0.1,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.1,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.1,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.1,Solar Photovoltaic
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
Caltech Central,34.135800,-118.126700,0.1,Other Waste Biomass
DOE Golden NREL Main Campus,39.740896,-105.171000,0.1,Solar Photovoltaic
Mercy Medical Center,40.688333,-73.630830,0.1,Petroleum Liquids
Delta Wind Farm,64.013889,-145.596700,0.1,Onshore Wind Turbine
Baker Creek Hydroelectric,40.526389,-123.725600,0.1,Conventional Hydroelectric
Framingham State University Plant,42.297949,-71.436070,0.1,Petroleum Liquids
Canyon Del Oro High School Solar,32.374000,-110.974000,0.1,Solar Photovoltaic
New York Presbyterian Hospital-168th St,40.840854,-73.941390,0.1,Petroleum Liquids
UL Advanced Wind Turbine Test Facility,34.966012,-101.784100,0.1,Onshore Wind Turbine
Sikorsky Aircraft CHP,41.250009,-73.098650,0.1,Solar Photovoltaic
TAC-Distributed Energy Resource Hybrid,40.089797,-88.243570,0.1,Solar Photovoltaic
TAC-Distributed Energy Resource Hybrid,40.089797,-88.243570,0.1,Onshore Wind Turbine
Kingsbrook Jewish Medical Center,40.659328,-73.933750,0.1,Petroleum Liquids
Albert Einstein College of Medicine,40.851320,-73.848300,0.1,Petroleum Liquids
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.1,Solar Photovoltaic
Carolina Poultry Power Farmville,35.591719,-77.614510,0.1,Other Waste Biomass
NASA Wallops Flight Facility Solar,37.938056,-75.473610,0.1,Solar Photovoltaic
NASA Wallops Flight Facility Solar,37.938056,-75.473610,0.1,Solar Photovoltaic
NASA Wallops Flight Facility Solar,37.938056,-75.473610,0.1,Solar Photovoltaic
Fordham University,40.861278,-73.887420,0.1,Petroleum Liquids
Fordham University,40.861278,-73.887420,0.1,Petroleum Liquids
Vassar Brothers Medical Center,41.693606,-73.934820,0.1,Petroleum Liquids
St.Joseph's Regional Medical Center,40.902600,-74.165600,0.1,Petroleum Liquids
Skagway,59.454500,-135.313100,0.2,Conventional Hydroelectric
Agua Fria,33.556100,-112.215300,0.2,Solar Photovoltaic
Bushnell,40.548586,-90.513810,0.2,Petroleum Liquids
Bushnell,40.548586,-90.513810,0.2,Petroleum Liquids
Waterloo,38.334786,-90.158940,0.2,Petroleum Liquids
Waterloo,38.334786,-90.158940,0.2,Petroleum Liquids
Last Chance,42.603349,-111.705300,0.2,Conventional Hydroelectric
Anita,41.444224,-94.766470,0.2,Petroleum Liquids
Anita,41.444224,-94.766470,0.2,Petroleum Liquids
Anita,41.444224,-94.766470,0.2,Petroleum Liquids
Lamoni Municipal Utilities,40.622000,-93.932600,0.2,Petroleum Liquids
Manning,41.906700,-95.034700,0.2,Petroleum Liquids
Manning,41.906700,-95.034700,0.2,Petroleum Liquids
Montezuma,41.586026,-92.522800,0.2,Petroleum Liquids
Montezuma,41.586026,-92.522800,0.2,Petroleum Liquids
Marshall (MI),42.271700,-84.941100,0.2,Conventional Hydroelectric
St Louis,43.401900,-84.601400,0.2,Conventional Hydroelectric
St Louis,43.401900,-84.601400,0.2,Conventional Hydroelectric
Hoot Lake,46.290641,-96.043250,0.2,Petroleum Liquids
Granite Falls,44.811685,-95.534550,0.2,Conventional Hydroelectric
Thief River Falls,48.114262,-96.179180,0.2,Conventional Hydroelectric
Kahoka,40.422500,-91.720600,0.2,Petroleum Liquids
Memphis,40.457800,-92.181000,0.2,Petroleum Liquids
Unionville City of,40.476742,-93.010020,0.2,Petroleum Liquids
Arnold,41.421928,-100.195600,0.2,Petroleum Liquids
Spalding,41.681380,-98.367560,0.2,Petroleum Liquids
Stuart (NE),42.599377,-99.143710,0.2,Petroleum Liquids
Stuart (NE),42.599377,-99.143710,0.2,Petroleum Liquids
Animas,36.725138,-108.192000,0.2,Conventional Hydroelectric
Spanish Fork,40.080042,-111.604800,0.2,Conventional Hydroelectric
Meyers Falls,48.595300,-118.060300,0.2,Conventional Hydroelectric
Meyers Falls,48.595300,-118.060300,0.2,Conventional Hydroelectric
Arpin Dam,45.751700,-91.202800,0.2,Conventional Hydroelectric
Arcadia Electric,44.252400,-91.503400,0.2,Petroleum Liquids
Washington Island,45.370922,-86.930820,0.2,Petroleum Liquids
Kotzebue Hybrid,66.837778,-162.556900,0.2,Onshore Wind Turbine
Bend,44.062326,-121.313300,0.2,Conventional Hydroelectric
Pelican,57.957197,-136.220100,0.2,Petroleum Liquids
Humpback Creek,60.612822,-145.679400,0.2,Conventional Hydroelectric
Northway,62.961700,-141.937200,0.2,Petroleum Liquids
Springfield (CO),37.402800,-102.621700,0.2,Petroleum Liquids
Stevens Mills Dam,43.446107,-71.644650,0.2,Conventional Hydroelectric
LAC Courte Oreilles Hydroelect,45.888333,-91.076940,0.2,Conventional Hydroelectric
Sheldon Springs Hydroelectric,44.910800,-72.973600,0.2,Conventional Hydroelectric
Milton Hydro,43.403087,-70.986470,0.2,Conventional Hydroelectric
Dexter Plant,44.003984,-76.041280,0.2,Conventional Hydroelectric
Dexter Plant,44.003984,-76.041280,0.2,Conventional Hydroelectric
Dexter Plant,44.003984,-76.041280,0.2,Conventional Hydroelectric
French Paper Hydro,41.820300,-86.259200,0.2,Conventional Hydroelectric
Koyle Ranch Hydroelectric Project,42.945664,-114.795700,0.2,Conventional Hydroelectric
Fries Hydroelectric Project,36.715103,-80.985620,0.2,Conventional Hydroelectric
Santa Felicia Dam,34.461667,-118.751100,0.2,Conventional Hydroelectric
South Oaks Hospital,40.685300,-73.425800,0.2,Natural Gas Internal Combustion Engine
South Oaks Hospital,40.685300,-73.425800,0.2,Natural Gas Internal Combustion Engine
South Oaks Hospital,40.685300,-73.425800,0.2,Natural Gas Internal Combustion Engine
South Oaks Hospital,40.685300,-73.425800,0.2,Natural Gas Internal Combustion Engine
South Oaks Hospital,40.685300,-73.425800,0.2,Natural Gas Internal Combustion Engine
Georgia-Pacific Corp - Nekoosa Mill,44.314200,-89.896400,0.2,Conventional Hydroelectric
Park Mill,45.105800,-87.651400,0.2,Conventional Hydroelectric
S D Warren Westbrook,43.684857,-70.353150,0.2,Conventional Hydroelectric
S D Warren Westbrook,43.684857,-70.353150,0.2,Conventional Hydroelectric
S D Warren Westbrook,43.684857,-70.353150,0.2,Conventional Hydroelectric
S D Warren Westbrook,43.684857,-70.353150,0.2,Conventional Hydroelectric
Georgia-Pacific Big Island,37.534000,-79.357000,0.2,Conventional Hydroelectric
Georgia-Pacific Big Island,37.534000,-79.357000,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Lilliwaup Falls Generating,47.470600,-123.115300,0.2,Conventional Hydroelectric
Ivy River Hydro,35.771627,-82.618270,0.2,Conventional Hydroelectric
Ivy River Hydro,35.771627,-82.618270,0.2,Conventional Hydroelectric
Ivy River Hydro,35.771627,-82.618270,0.2,Conventional Hydroelectric
Ivy River Hydro,35.771627,-82.618270,0.2,Conventional Hydroelectric
Ivy River Hydro,35.771627,-82.618270,0.2,Conventional Hydroelectric
Ivy River Hydro,35.771627,-82.618270,0.2,Conventional Hydroelectric
Four Mile Hydropower Project,45.093300,-83.502500,0.2,Conventional Hydroelectric
Bayville Central Facility,39.909424,-74.178040,0.2,Solar Photovoltaic
Shepherd Center,33.811100,-84.392800,0.2,Petroleum Liquids
Pennsauken Solar,39.989400,-75.040000,0.2,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.2,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.2,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.2,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.2,Solar Photovoltaic
Pennsauken Solar,39.989400,-75.040000,0.2,Solar Photovoltaic
SF State University,37.723889,-122.477500,0.2,Other Natural Gas
Upper Kalskag,61.526858,-160.348100,0.2,Petroleum Liquids
Koyuk,64.932089,-161.167100,0.2,Petroleum Liquids
Elim,64.616558,-162.263700,0.2,Petroleum Liquids
Shungnak,66.888114,-157.140200,0.2,Petroleum Liquids
Kivalina,67.726644,-164.538400,0.2,Petroleum Liquids
Kivalina,67.726644,-164.538400,0.2,Petroleum Liquids
DOE Golden NWTC Research Side Hybrid,39.913900,-105.215300,0.2,Solar Photovoltaic
North Hollywood,34.194444,-118.390300,0.2,Conventional Hydroelectric
Heller Industrial Parks,40.373898,-74.489240,0.2,Solar Photovoltaic
Kaiser Downey,33.919167,-118.128600,0.2,Landfill Gas
Kaiser Downey,33.919167,-118.128600,0.2,Landfill Gas
Kaiser Downey,33.919167,-118.128600,0.2,Landfill Gas
Kaiser Downey,33.919167,-118.128600,0.2,Landfill Gas
Kaiser Downey,33.919167,-118.128600,0.2,Landfill Gas
Kaiser Ontario,34.032500,-117.608900,0.2,Other Waste Biomass
Kaiser Ontario,34.032500,-117.608900,0.2,Other Waste Biomass
Kaiser Ontario,34.032500,-117.608900,0.2,Other Waste Biomass
Kaiser Ontario,34.032500,-117.608900,0.2,Other Waste Biomass
Kaiser Ontario,34.032500,-117.608900,0.2,Other Waste Biomass
Mercy Medical Center,40.688333,-73.630830,0.2,Petroleum Liquids
NCAH Central Utility Plant,42.046111,-93.579440,0.2,Petroleum Liquids
NCAH Central Utility Plant,42.046111,-93.579440,0.2,Petroleum Liquids
CSU Northridge Plant,34.243333,-118.530600,0.2,Natural Gas Fired Combustion Turbine
CSU Northridge Plant,34.243333,-118.530600,0.2,Solar Photovoltaic
Montefieor Medical Center Moses Division,40.881389,-73.880280,0.2,Petroleum Liquids
Montefieor Medical Center Moses Division,40.881389,-73.880280,0.2,Petroleum Liquids
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Ball Mountain Hydro,43.126944,-72.776110,0.2,Conventional Hydroelectric
Framingham State University Plant,42.297949,-71.436070,0.2,Petroleum Liquids
Framingham State University Plant,42.297949,-71.436070,0.2,Petroleum Liquids
Framingham State University Plant,42.297949,-71.436070,0.2,Petroleum Liquids
Framingham State University Plant,42.297949,-71.436070,0.2,Petroleum Liquids
Framingham State University Plant,42.297949,-71.436070,0.2,Petroleum Liquids
Marshall,61.878186,-162.085100,0.2,Petroleum Liquids
Brevig Mission,65.331716,-166.479500,0.2,Petroleum Liquids
Canyon Del Oro High School Solar,32.374000,-110.974000,0.2,Solar Photovoltaic
Canyon Del Oro High School Solar,32.374000,-110.974000,0.2,Solar Photovoltaic
River Terminal Development Solar,40.727800,-74.114200,0.2,Solar Photovoltaic
River Terminal Development Solar,40.727800,-74.114200,0.2,Solar Photovoltaic
Good Samaritan Hospital,41.111498,-74.135400,0.2,Natural Gas Internal Combustion Engine
Mount Sinai Beth Israel,40.732666,-73.981600,0.2,Petroleum Liquids
Mount Sinai Beth Israel,40.732666,-73.981600,0.2,Petroleum Liquids
"Princeton Energy Center, LLC",40.339838,-74.623930,0.2,Solar Photovoltaic
Saint Catherine of Siena Medical Center,40.899520,-73.270930,0.2,Petroleum Liquids
St Johns Riverside Hospital,40.968929,-73.886590,0.2,Petroleum Liquids
Atlanta Falcons Solar,33.755421,-84.400930,0.2,Solar Photovoltaic
Albert Einstein College of Medicine,40.851320,-73.848300,0.2,Petroleum Liquids
Albert Einstein College of Medicine,40.851320,-73.848300,0.2,Petroleum Liquids
Albert Einstein College of Medicine,40.851320,-73.848300,0.2,Petroleum Liquids
Albert Einstein College of Medicine,40.851320,-73.848300,0.2,Natural Gas Internal Combustion Engine
Regeneron Pharmaceuticals Inc.,41.078750,-73.822270,0.2,Natural Gas Internal Combustion Engine
Heller 400M,40.498700,-74.387800,0.2,Solar Photovoltaic
Heller 400M,40.498700,-74.387800,0.2,Solar Photovoltaic
St. Johns Episcopal Hospital,40.598688,-73.753460,0.2,Petroleum Liquids
Mt.Sinai-St.Lukes Roosevelt Hosp. Center,40.928827,-73.898020,0.2,Petroleum Liquids
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.2,Solar Photovoltaic
AZ State University - Tempe Campus Solar,33.424279,-111.928200,0.2,Solar Photovoltaic
IKEA Canton Rooftop PV System,42.323450,-83.428880,0.2,Solar Photovoltaic
Fresno Hoover High School Hybrid,36.817816,-119.770700,0.2,Batteries
St. Luke's Cornwall Hospital,41.503650,-74.014540,0.2,Petroleum Liquids
Vassar Brothers Medical Center,41.693606,-73.934820,0.2,Petroleum Liquids
Richmond University Medical Center,40.635890,-74.105790,0.2,Petroleum Liquids
NYPH - Lawrence,40.942330,-73.836860,0.2,Petroleum Liquids
Montefiore-New Rochelle,40.912610,-73.787810,0.2,Petroleum Liquids
Jacobi Medical Center,40.856520,-73.847370,0.2,Petroleum Liquids
Skagway,59.454500,-135.313100,0.3,Conventional Hydroelectric
Prairie River,47.287206,-93.498270,0.3,Conventional Hydroelectric
Hydaburg,55.204937,-132.821400,0.3,Petroleum Liquids
Hydaburg,55.204937,-132.821400,0.3,Petroleum Liquids
Julesburg,40.950500,-102.279500,0.3,Petroleum Liquids
Julesburg,40.950500,-102.279500,0.3,Petroleum Liquids
Las Animas,38.064700,-103.215900,0.3,Petroleum Liquids
Las Animas,38.064700,-103.215900,0.3,Petroleum Liquids
Taftville,41.572500,-72.045800,0.3,Conventional Hydroelectric
Taftville,41.572500,-72.045800,0.3,Conventional Hydroelectric
Taftville,41.572500,-72.045800,0.3,Conventional Hydroelectric
Taftville,41.572500,-72.045800,0.3,Conventional Hydroelectric
Waiau Hydro,19.720300,-155.118900,0.3,Conventional Hydroelectric
North Ninth Street,41.909300,-89.049800,0.3,Solar Photovoltaic
Anita,41.444224,-94.766470,0.3,Petroleum Liquids
Bloomfield,40.703100,-92.425300,0.3,Petroleum Liquids
Bloomfield,40.703100,-92.425300,0.3,Petroleum Liquids
Lamoni Municipal Utilities,40.622000,-93.932600,0.3,Petroleum Liquids
Lenox,40.880000,-94.558900,0.3,Petroleum Liquids
McGregor,43.023733,-91.174930,0.3,Petroleum Liquids
Augusta Electric Plant No 1,37.678454,-96.971930,0.3,Petroleum Liquids
Constantine,41.843600,-85.669400,0.3,Conventional Hydroelectric
Constantine,41.843600,-85.669400,0.3,Conventional Hydroelectric
Constantine,41.843600,-85.669400,0.3,Conventional Hydroelectric
Constantine,41.843600,-85.669400,0.3,Conventional Hydroelectric
Crystal Falls,46.106278,-88.334530,0.3,Conventional Hydroelectric
Crystal Falls,46.106278,-88.334530,0.3,Conventional Hydroelectric
Kleber,45.391984,-84.333260,0.3,Conventional Hydroelectric
Kleber,45.391984,-84.333260,0.3,Conventional Hydroelectric
Granite Falls,44.811685,-95.534550,0.3,Conventional Hydroelectric
Lanesboro,43.720026,-91.977740,0.3,Conventional Hydroelectric
Thief River Falls,48.114262,-96.179180,0.3,Conventional Hydroelectric
Unionville City of,40.476742,-93.010020,0.3,Petroleum Liquids
Unionville City of,40.476742,-93.010020,0.3,Petroleum Liquids
Arnold,41.421928,-100.195600,0.3,Petroleum Liquids
Beaver City,40.130304,-99.827770,0.3,Natural Gas Internal Combustion Engine
Beaver City,40.130304,-99.827770,0.3,Petroleum Liquids
Great Falls (VT),44.500222,-71.998920,0.3,Conventional Hydroelectric
Great Falls (VT),44.500222,-71.998920,0.3,Conventional Hydroelectric
Martinsville,36.664145,-79.883590,0.3,Conventional Hydroelectric
Meyers Falls,48.595300,-118.060300,0.3,Conventional Hydroelectric
Wisconsin Rapids,44.393900,-89.825000,0.3,Conventional Hydroelectric
Wisconsin Rapids,44.393900,-89.825000,0.3,Conventional Hydroelectric
Whiting,44.488900,-89.575600,0.3,Conventional Hydroelectric
Whiting,44.488900,-89.575600,0.3,Conventional Hydroelectric
Whiting,44.488900,-89.575600,0.3,Conventional Hydroelectric
Danbury Dam,46.000000,-92.372500,0.3,Conventional Hydroelectric
Oconto Falls Upper,44.876400,-88.147500,0.3,Conventional Hydroelectric
Cumberland (WI),45.533600,-92.022400,0.3,Petroleum Liquids
Cumberland (WI),45.533600,-92.022400,0.3,Petroleum Liquids
Kiana,66.973889,-160.428600,0.3,Petroleum Liquids
Mountain Village,62.085569,-163.729100,0.3,Petroleum Liquids
Noorvik,66.834519,-161.038700,0.3,Petroleum Liquids
Selawik,66.606778,-160.014800,0.3,Petroleum Liquids
Shishmaref,66.255072,-166.073600,0.3,Petroleum Liquids
Shishmaref,66.255072,-166.073600,0.3,Petroleum Liquids
Swift Creek,42.728439,-110.916600,0.3,Conventional Hydroelectric
Bend,44.062326,-121.313300,0.3,Conventional Hydroelectric
Wrightsville Hydro Plant,44.309693,-72.575310,0.3,Conventional Hydroelectric
Newhalen,59.899054,-154.698700,0.3,Petroleum Liquids
Newhalen,59.899054,-154.698700,0.3,Petroleum Liquids
Newhalen,59.899054,-154.698700,0.3,Petroleum Liquids
Paragould Turbine,36.024272,-90.509230,0.3,Petroleum Liquids
Gonzales Hydro Plant,29.497166,-97.455160,0.3,Conventional Hydroelectric
Gonzales Hydro Plant,29.497166,-97.455160,0.3,Conventional Hydroelectric
Gonzales Hydro Plant,29.497166,-97.455160,0.3,Conventional Hydroelectric
NSB Anaktuvuk Pass,68.137950,-151.741000,0.3,Petroleum Liquids
NSB Anaktuvuk Pass,68.137950,-151.741000,0.3,Petroleum Liquids
NSB Anaktuvuk Pass,68.137950,-151.741000,0.3,Petroleum Liquids
King Cove,55.061683,-162.310300,0.3,Petroleum Liquids
King Cove,55.061683,-162.310300,0.3,Petroleum Liquids
Dutch Harbor,53.892459,-166.538200,0.3,Petroleum Liquids
Stanberry,40.212746,-94.542360,0.3,Petroleum Liquids
Little Mac Project,42.629637,-114.661600,0.3,Conventional Hydroelectric
Derby Hydro,41.324308,-73.102110,0.3,Conventional Hydroelectric
Derby Hydro,41.324308,-73.102110,0.3,Conventional Hydroelectric
Anson Abenaki Hydros,44.797500,-69.886700,0.3,Conventional Hydroelectric
Lower Saranac Hydroelectric Facility,44.669400,-73.507500,0.3,Conventional Hydroelectric
Kansas River Project,38.974022,-95.235080,0.3,Conventional Hydroelectric
Kansas River Project,38.974022,-95.235080,0.3,Conventional Hydroelectric
Kansas River Project,38.974022,-95.235080,0.3,Conventional Hydroelectric
Kansas River Project,38.974022,-95.235080,0.3,Conventional Hydroelectric
Milton Hydro,43.403087,-70.986470,0.3,Conventional Hydroelectric
Theresa Plant,44.217420,-75.795170,0.3,Conventional Hydroelectric
Copenhagen Plant,43.899745,-75.660270,0.3,Conventional Hydroelectric
Anderson Power Products Division,42.471389,-71.743330,0.3,Petroleum Liquids
Anderson Power Products Division,42.471389,-71.743330,0.3,Petroleum Liquids
Anderson Power Products Division,42.471389,-71.743330,0.3,Petroleum Liquids
French Paper Hydro,41.820300,-86.259200,0.3,Conventional Hydroelectric
Koyle Ranch Hydroelectric Project,42.945664,-114.795700,0.3,Conventional Hydroelectric
Center Falls,43.096677,-73.460170,0.3,Conventional Hydroelectric
San Diego State University,32.778225,-117.070100,0.3,Solar Photovoltaic
San Diego State University,32.778225,-117.070100,0.3,Solar Photovoltaic
Sheep Creek Hydro,48.947741,-117.795400,0.3,Conventional Hydroelectric
Marco Ranch,42.636558,-114.557800,0.3,Conventional Hydroelectric
Marco Ranch,42.636558,-114.557800,0.3,Conventional Hydroelectric
Marco Ranch,42.636558,-114.557800,0.3,Conventional Hydroelectric
Marco Ranch,42.636558,-114.557800,0.3,Conventional Hydroelectric
Mooseheart Power House,41.824400,-88.333100,0.3,Natural Gas Internal Combustion Engine
