Latitude,Longitude,Size
38.40262,-81.4162,7113
33.418052,-111.831391,7137
42.294814,-84.358853,7152
31.88345,-101.87142,7154
41.58758,-93.62616,7229
35.519621,-120.640709,7241
37.7315,-121.116,7247
32.0035,-101.2729,7291
36.225,-121.1278,7295
46.013787,-112.534853,7329
41.961006,-92.580083,7353
27.37565,-80.39125,7358
35.1285,-77.17,7363
46.202338,-119.776211,7387
44.738333,-68.825833,7393
38.05416,-97.88538,7448
37.0456,-95.6076,7494
34.73,-86.59,7536
29.75608,-95.36433,7581
40.69048,-89.59244,7609
39.052223,-97.863892,7626
29.75894,-95.37096,7711
42.24668,-84.40311,7744
28.8845,-90.0245,7756
45.0045,-84.7217,7801
39.7061,-105.1367,7831
35.05026,-85.18439,7909
33.67103,-84.34245,7960
26.5662648,-99.1151801,7984
40.630044,-93.540108,7995
39.7359,-86.2118,8038
32.535981,-94.399072,8056
35.832054,-78.319739,8130
40.9282,-76.0416,8166
41.47345,-90.68826,8185
28.248144,-91.132519,8211
42.2081,-83.1453,8220
36.685049,-119.55225,8237
39.3269,-108.2431,8270
45.01368,-84.67351,8310
36.994912,-76.629501,8329
39.10036,-84.50994,8369
39.845474,-75.209486,8378
34.038555,-117.8237,8397
39.891773,-108.290437,8411
33.858318,-81.706108,8424
39.857312,-105.233112,8441
45.0291,-84.7332,8472
38.288896,-96.189434,8517
48.8455,-122.7055,8533
37.71186,-83.97614,8567
41.73701,-87.98919,8584
39.1486,-94.6405,8586
47.558346007745,-117.212443983747,8596
39.142861,-121.636778,8598
33.601832,-95.624767,8602
28.7046,-96.9307,8630
42.4407,-92.4205,8694
41.58758,-93.62616,8706
31.1761,-87.438268,8772
41.37403,-81.47463,8829
29.1484,-89.6759,8883
30.29394,-97.78362,8894
40.2767073,-80.1651854,8910
26.768813,-80.101219,8925
32.1525563938213,-94.3390770989006,8989
43.612789,-72.326669,9028
39.18631,-84.49986,9050
32.7579468,-97.3246534,9060
40.27764,-79.98788,9109
45.370186,-122.588485,9114
40.2475,-79.8863,9123
40.6635,-74.0051,9141
45.7769,-121.626,9153
43.157017,-93.512543,9164
31.748845,-103.162501,9176
38.6642,-90.1764,9183
36.30068,-101.615777,9261
39.137472,-121.64391,9277
33.7641,-118.2248,9317
32.861516,-96.806516,9320
38.83853,-78.5485,9321
44.576944,-68.805556,9334
58.37149,-134.5975,9392
43.034603,-75.707071,9397
35.2646,-97.5864,9402
61.1678,-149.909,9427
31.960698,-101.4902,9494
39.010113,-83.026022,9557
41.870814,-88.288939,9618
34.67857,-82.83993,9648
29.71629,-95.08965,9652
33.491028,-90.513694,9686
40.9572,-72.8664,9689
41.3937,-87.9437,9739
40.7164495,-80.1205256,9763
33.578425,-112.104408,9853
46.6054,-92.38528,9855
37.79559,-122.020233,9909
39.74846,-104.99402,9942
40.23252,-78.895563,9954
40.994389,-102.855976,9982
36.140066,-77.224466,9986
42.731563,-71.520521,10011
29.829276,-93.966729,10012
39.750124006416,-104.999193989206,10023
47.6788,-104.1569,10054
34.464594,-118.586596,10067
41.524265,-83.020356,10216
32.71282,-97.53077,10216
41.227768,-93.778339,10242
31.084131,-88.3195,10253
19.904893,-155.883239,10314
30.47085,-91.13304,10377
39.535543,-110.472778,10432
33.359,-117.111,10446
44.9503,-74.8928,10467
36.765278,-108.045,10486
42.5267,-92.4394,10497
34.71719,-84.96726,10519
42.29416,-72.71669,10523
29.997801,-93.983184,10575
30.985025,-94.137507,10598
42.4564,-73.2181,10631
29.631177,-95.402607,10654
30.68858,-88.10822,10654
39.059284,-78.97118,10694
32.9363110013721,-96.8132639007315,10704
44.043444,-92.583806,10718
42.110086,-83.494311,10796
40.806822,-74.383763,10831
42.822084,-71.488321,10838
39.18666,-76.60932,10839
39.106635,-84.536323,10857
47.61373,-122.19453,10868
29.8808,-92.2805,10901
45.63236,-122.36516,10942
36.08256,-95.67245,11008
36.1486167776714,-95.9907642589182,11020
45.5639,-122.56436,11029
39.2798,-75.6246,11047
30.33407,-97.62178,11065
32.939918,-96.823152,11082
39.950304,-105.20126,11090
38.621944,-84.533611,11126
30.06772,-93.9789,11167
38.3864,-97.61,11169
38.846149,-93.36692,11171
41.691773,-86.00137,11214
30.218908,-91.066327,11214
39.6624549,-80.8696312,11221
31.443122,-84.118617,11245
32.496853,-87.716046,11252
45.9034459,-120.213925,11255
35.605,-100.148333,11289
41.6722,-93.6769,11320
42.393109,-71.064636,11382
31.66526,-99.0004,11394
43.836848,-85.42409,11454
42.68087,-85.29081,11459
33.0478,-84.9557,11465
41.775968,-86.654864,11513
41.665943,-78.637962,11529
39.5697,-90.4362,11569
35.638732,-99.02356,11577
40.36323,-76.49439,11616
41.93394,-112.0457,11630
38.57673,-122.53431,11654
41.573,-73.9646,11678
32.925467,-96.81659,11706
29.979811,-90.079349,11736
44.2853,-105.3841,11754
37.01773,-94.47951,11769
45.270131,-84.729197,11802
58.354996,-134.496565,11832
32.538896,-98.338628,11862
45.69543,-91.83957,11888
42.63,-73.75,11902
42.0931,-88.2397,11937
41.01722,-81.09861,11947
39.55139,-80.67806,11954
28.6185,-90.9949,11988
40.826119,-103.864261,11992
60.499493,-150.996678,12003
35.038889,-120.589722,12029
33.585139,-101.88625,12054
41.733948,-88.084824,12055
40.6159,-75.3536,12074
35.44735,-119.08652,12078
42.4926,-83.44298,12108
35.28865,-78.07143,12110
36.3135,-119.597306,12134
34.05651,-118.24976,12146
36.153517,-95.992116,12160
29.75816,-95.36782,12171
35.42348,-99.278834,12198
42.24668,-84.40311,12216
33.619576,-85.778225,12221
39.72337,-79.00823,12256
36.654,-120.5797,12279
39.836187,-80.128397,12310
40.45982,-86.1094,12312
28.998482,-89.958952,12338
38.108776,-81.570611,12356
33.65955,-84.33589,12364
32.60055,-94.66629,12372
32.761073,-103.197581,12377
34.05893,-118.44336,12383
40.5087,-99.478382,12437
35.498971,-119.038199,12448
28.83155972,-89.5578381,12452
29.187455,-88.683422,12459
28.12003,-90.53239,12479
42.202661,-84.363023,12539
34.92868,-82.07784,12548
38.97878,-84.59479,12577
42.399463,-92.327859,12578
40.451699,-78.906873,12580
44.107014,-69.104236,12585
28.945539,-90.031099,12595
28.980402,-96.666034,12616
37.078655,-100.47068,12625
44.443738,-71.187308,12627
33.1261,-117.1172,12643
29.2976,-88.9205,12644
35.7481,-99.202,12704
36.1491,-119.2289,12711
35.287089,-98.289081,12756
32.861516,-96.806516,12776
32.8769,-117.1664,12791
36.000833,-119.302222,12803
47.52943,-116.92815,12816
48.301166,-102.220966,12825
41.31802,-95.30277,12857
35.491672,-119.041739,12863
29.27916,-96.28888,12868
41.1056,-72.3767,12873
35.490363,-119.042957,12901
29.74592,-95.55962,12949
39.473537,-90.915452,12993
43.0792,-89.3739,13003
43.09212,-79.01389,13029
13.408671,144.673445,13048
31.56434,-102.796,13060
46.7356,-92.1531,13102
40.947064,-79.864826,13161
34.639556,-86.634056,13181
29.75894,-95.37096,13185
40.913462,-112.734503,13187
34.07,-113.6103,13218
59.8726711,-151.5504812,13240
38.413345,-102.759485,13285
43.437104,-82.731797,13292
34.83254,-82.29197,13294
33.11,-92.675,13319
30.4587407,-90.1307797,13334
42.088074,-77.783981,13334
43.686198,-70.347403,13352
40.76497,-111.92439,13355
41.5572,-93.5242,13374
33.36792,-79.29486,13381
29.78037,-95.6295,13382
46.165957,-119.017218,13400
40.6447,-73.5683,13413
41.6446,-87.574767,13419
31.0451,-88.0357,13451
32.9737114,-96.7815237,13469
36.348812,-107.953184,13523
38.31025,-86.983806,13561
32.375361,-88.610222,13577
39.523132,-80.129473,13624
44.0361,-75.7712,13625
43.1952,-88.1496,13651
41.690648,-73.931605,13654
38.9206,-77.0216,13662
43.072769,-75.130331,13668
36.603075,-82.153334,13735
32.93476,-96.81801,13744
38.954271,-122.611851,13748
30.362514,-83.105987,13797
38.400409,-78.895222,13821
31.379806,-89.260583,13841
32.521759,-93.214269,13886
40.286162,-107.053943,13899
41.037617,-85.208453,13950
43.0896,-123.4144,14002
37.171278,-88.756667,14137
35.1268513,-119.1855785,14138
42.2947,-83.1019,14141
31.190833,-102.989444,14147
29.7555,-95.3616,14148
40.8512,-81.7659,14181
32.29306,-97.03917,14194
46.5869,-90.9017,14220
28.015282,-97.560379,14226
37.7531071,-87.1796099,14230
40.1272,-74.7111,14279
42.535791,-88.601926,14321
38.301599,-81.000071,14346
40.0753,-74.8781,14353
32.32152,-101.247,14483
39.860131,-89.607682,14548
41.795931,-87.848918,14581
30.380131,-81.664313,14586
37.239722,-89.600278,14604
46.6083,-91.2695,14627
46.53254,-122.835181,14652
29.752554,-95.3704009,14668
37.350627,-77.291096,14691
33.044777,-80.210887,14703
35.3809,-119.07242,14704
31.8245113470434,-103.910507227236,14737
38.928943,-82.54751,14780
44.64174,-93.16174,14792
40.81476,-80.04373,14868
41.952205,-88.13999,14874
33.2222,-112.6371,14896
38.679516,-104.628161,14930
33.919897,-80.319677,14984
38.8021,-77.5017,15001
37.36465,-121.94463,15017
43.035135,-88.791556,15063
35.61246,-97.57577,15080
36.999,-121.5363,15113
41.6846,-86.299087,15145
35.61139,-118.93682,15152
36.12604,-115.21297,15176
40.128076,-78.211097,15188
38.620667,-90.211086,15190
37.468889,-84.675556,15190
45.493297,-122.88506,15228
43.05085,-76.15701,15254
39.958319,-76.436708,15297
35.86959,-84.69576,15308
35.13778,-111.68052,15318
41.72209,-78.97074,15319
40.9569,-72.8774,15373
34.236582,-118.380498,15414
42.5129,-90.6818,15419
36.71949,-108.19697,15433
32.455979,-91.50686,15435
32.84951,-83.12733,15446
41.895256,-87.6173,15463
32.9697886082313,-96.8240315332663,15480
38.324402,-87.205988,15486
38.6226,-115.6198,15487
33.9114,-116.5533,15513
47.275240983477,-122.399483007565,15537
29.9534,-91.3219,15540
41.7887,-85.647,15586
37.2151,-95.5798,15610
41.700807,-83.491024,15679
42.316976,-77.382535,15691
44.68109,-103.8518,15703
45.108,-87.607,15752
43.371407,-95.076991,15753
31.227075,-88.68313,15754
35.330083,-106.5275,15755
36.7205,-97.0868,15762
31.8911,-95.9144,15766
34.58284,-106.69525,15794
35.089806,-93.209194,15801
34.296083,-90.073111,15889
38.108776,-81.570611,15899
38.2147,-85.8453,15913
45.799405,-88.070937,15944
61.210854,-149.846558,15971
31.25624,-93.97217,15984
33.0184,-96.70028,15986
40.775058,-74.123042,16011
40.4819,-80.06501,16013
29.1303,-94.5466,16020
27.0394,-98.1672,16032
27.94,-82.45,16039
35.032933,-88.894599,16052
40.796213,-85.860415,16055
42.087974,-75.970934,16071
36.0728,-95.9195,16105
47.52103,-92.54146,16139
29.716059,-95.189998,16156
40.223,-81.826,16171
39.0429,-77.5897,16187
33.22028,-98.18143,16191
42.87431,-106.2818,16242
47.66,-117.39,16268
33.8759,-118.2491,16271
27.73335,-91.99361,16276
38.18306,-89.622481,16290
41.2616,-110.807,16299
35.30766,-99.641432,16305
43.1468,-97.7264,16316
33.79699,-118.23971,16324
37.329327,-87.24193,16335
33.175676,-96.130437,16337
28.92849,-90.353277,16348
33.995349,-85.729655,16391
29.173333,-97.130679,16403
33.71267,-112.12774,16428
34.4017,-80.1589,16495
33.6688,-84.5701,16504
41.67194,-77.06143,16548
28.163269,-90.358587,16572
40.76235,-124.08941,16593
29.38879,-98.61057,16613
34.2769462,-119.2769253,16697
32.7595399822048,-97.1137723279056,16714
39.03237,-75.72793,16729
42.00231,-87.67662,16733
41.685413,-76.249469,16793
34.6254,-120.4831,16798
40.50632,-81.4743,16810
26.227,-98.029,16819
44.826193,-93.447839,16843
33.66626,-85.85367,16890
41.40332,-115.910116,16954
35.682317,-80.507236,16960
39.724671,-90.836488,16982
43.4682,-76.4965,17012
40.6941,-99.7005,17018
28.0658,-91.392599,17025
39.224811,-85.800619,17040
41.701398,-71.155837,17059
45.45344,-91.362534,17064
42.1977,-72.5103,17081
33.6039,-101.8408,17086
39.017917,-85.013944,17110
31.795396,-94.179048,17139
33.0210857502678,-96.7188579172732,17179
31.1803,-89.386117,17195
35.276484,-93.092555,17209
39.798235,-77.809553,17210
29.5808,-90.7222,17219
42.668172,-85.956426,17252
42.874342,-75.171191,17269
32.84748,-83.16192,17302
41.52712,-81.652,17361
32.797035,-103.453369,17375
37.5858,-100.4511,17407
29.7606057611673,-95.3641519167787,17422
40.72277,-86.34627,17428
30.299814,-100.644769,17454
32.8918,-83.51668,17460
32.258796,-107.027915,17462
33.452402,-94.315567,17537
40.81944,-82.42056,17572
33.593548,-86.769968,17574
29.781987,-95.535607,17606
41.6728,-70.9989,17608
39.45253,-75.09315,17625
34.846944,-82.010556,17631
35.15187,-80.83978,17655
39.2808,-86.4739,17657
39.573334,-77.986111,17659
34.894582,-95.686187,17677
26.705464,-80.649438,17712
40.385174,-79.67939,17725
43.958,-88.909,17736
30.908519,-93.921018,17784
42.0875,-78.4578,17796
33.379838,-84.821686,17808
32.410321,-92.981498,17840
44.02983,-103.19188,17862
33.133614,-89.068889,17882
44.917362,-68.636511,17886
32.75139,-97.33245,17887
41.23575,-85.832528,17940
32.97658,-103.324315,17982
37.9892,-75.54,18058
38.24099,-81.5494,18072
34.279534,-84.366483,18092
29.3997,-96.128132,18099
28.6934,-96.9067,18106
30.751683,-88.054862,18107
34.997921,-85.318581,18140
33.607092,-86.507602,18145
47.583604,-117.568511,18147
37.1006,-76.39072,18172
38.77518,-121.31299,18172
33.629,-85.951,18239
35.95943,-120.00865,18259
42.82634,-73.878818,18259
29.75788,-95.37013,18260
34.826431,-87.670351,18274
35.4733355422511,-97.5168047135517,18292
41.454737,-89.132258,18300
30.45011,-90.13805,18305
34.20441,-92.099,18310
41.5837,-87.4089,18343
42.235,-70.9672,18347
39.55713,-82.94526,18389
40.0344,-109.4289,18396
45.59995,-122.45204,18421
43.30467,-73.63885,18507
25.708072,-80.336146,18508
27.68142,-99.211853,18514
41.3139,-81.662604,18542
40.7412,-91.1168,18575
34.7666,-119.0447,18585
42.809312,-82.863102,18603
41.585129,-93.571589,18635
36.11468,-94.14823,18639
40.2758167085646,-110.025939831789,18640
40.71044,-84.10831,18663
44.52031,-88.0054,18675
34.2557,-84.7825,18719
40.7168,-73.9665,18741
35.965524,-85.849081,18747
39.96136,-82.00034,18757
40.164783,-75.46479,18762
36.1525084182542,-95.9894115871432,18764
36.939808,-119.688798,18767
35.529964,-97.528757,18786
39.8121,-82.8423,18805
29.7574,-95.36843,18815
38.005965,-87.549475,18834
39.590035,-82.712419,18857
36.7564,-76.50915,18953
39.94526,-81.4424,18955
40.19765,-85.40893,19020
37.78682,-97.53099,19119
35.229466,-80.243888,19189
34.787667,-90.248278,19201
33.799979,-111.992472,19227
41.045666,-81.541763,19234
47.929722,-103.87361,19240
34.084167,-96.59,19261
26.591074,-80.192436,19280
36.38797,-119.39476,19280
32.92548,-96.81613,19290
29.1336,-89.3886,19293
32.3558,-81.1683,19304
35.177949,-111.652662,19338
32.979657,-102.819714,19411
38.990505,-87.720032,19413
38.053497,-97.929626,19422
28.19610884,-91.66658051,19428
42.273196,-88.314212,19444
33.791669,-118.352439,19445
36.91657,-121.81525,19457
39.9197,-80.1232,19522
35.4317,-81.0347,19532
32.4524,-90.15393,19532
40.7599564094351,-73.9746542317715,19611
43.9357,-84.9383,19625
46.756876,-88.455897,19656
39.4967167,-107.6452085,19661
44.346,-95.903,19682
44.29713,-105.48866,19702
34.954075,-79.809005,19707
39.26178,-79.42836,19744
42.369543,-71.020061,19750
46.430797,-94.068195,19777
40.55358,-84.37325,19790
37.43251,-121.952738,19815
34.4633,-97.53108,19817
33.20646,-86.2825,19823
38.82909,-97.09359,19838
36.238258,-89.02944,19869
40.8153,-73.0664,19891
29.72644,-95.64394,19918
35.353722,-101.993222,19925
31.3869,-84.0819,19931
35.44735,-119.08652,19968
35.564242,-89.646455,19999
29.752554,-95.370401,20000
44.188073,-88.460072,20007
39.859473,-108.915996,20046
36.363596,-86.073483,20060
44.848798,-84.666213,20077
31.36786,-92.4099,20094
35.97882,-120.87856,20110
39.20588,-76.55933,20112
29.638475,-95.052814,20146
35.614,-80.81605,20167
40.86417,-81.465,20181
36.370332205509,-78.623376758911,20196
35.12388,-106.6329,20208
31.505472,-100.39063,20227
43.640687,-70.325903,20237
39.908167,-87.415361,20303
33.019699,-116.837799,20315
42.8099,-73.95172,20332
41.67386,-88.074253,20353
43.136199,-70.937909,20385
41.278515,-80.274821,20406
39.125992,-94.57328,20413
21.984865,-159.747301,20433
33.951482,-118.174885,20441
32.234404,-93.681821,20445
43.82565,-93.39786,20448
44.12862,-87.63048,20465
36.551156,-120.113717,20479
43.70823,-87.7526,20501
38.040318,-87.591242,20511
30.188952,-88.163127,20517
37.768484,-81.926648,20575
44.08601,-88.549349,20624
32.67078,-86.718256,20671
47.58487,-95.205016,20674
39.7541032,-105.0002242,20739
31.273056,-103.07222,20778
36.5567,-100.8839,20780
40.130922,-104.758947,20800
40.33243,-75.95001,20807
44.789444,-92.908333,20825
33.956548,-81.047512,20832
31.242421,-103.067545,20833
40.787,-73.2933,20842
43.082433,-87.879523,20843
41.894551,-87.62092,20854
40.53389,-80.93278,20879
39.476964,-86.992178,20957
43.7353,-88.4968,20963
40.6916,-74.1916,20977
45.771216,-120.799267,20982
44.20409,-85.22062,21001
40.768389,-87.152694,21043
32.76528,-97.45027,21045
30.427,-89.266889,21064
44.329849,-96.908457,21065
36.892079,-86.911431,21068
45.183508,-123.284245,21077
39.471718,-84.752448,21097
35.667106,-98.15412,21134
41.95772,-83.35317,21172
47.972493,-101.092338,21197
35.44735,-119.08652,21205
33.45834,-88.80383,21270
43.6249,-85.3844,21276
38.89613,-90.10056,21276
40.72133,-85.20312,21295
42.6544,-78.0772,21317
40.5661,-75.165,21318
32.432598,-84.975758,21329
40.0195,-105.202,21336
41.5444,-73.0416,21363
34.0124,-117.2154,21366
41.97704,-91.66872,21371
46.660278,-67.902222,21371
28.8673,-90.4906,21372
48.40768,-102.927547,21373
32.7952913924135,-96.8092118682523,21385
35.29357,-77.71334,21403
29.532662,-96.145544,21409
41.763491,-87.723679,21412
32.925488,-96.816137,21470
38.841611,-86.848306,21489
37.79559,-122.020233,21502
46.8669,-100.8839,21517
35.09233,-119.407371,21525
39.6757,-121.7299,21526
31.9708,-101.8914,21550
34.63339,-96.17768,21560
40.01463,-75.05434,21563
39.7489935130342,-104.993946460041,21608
42.29701,-83.23063,21611
28.7883,-97.01,21627
40.008134,-95.205791,21664
40.208427,-80.264771,21666
40.9171757189529,-74.5805580090759,21669
33.34383,-81.74118,21702
41.4504,-88.1833,21725
29.7574,-95.36843,21748
36.143889,-81.163333,21783
