Latitude,Longitude,Size
33.4537,-117.1007,29564
34.22132,-118.48044,29572
40.611184,-88.181952,29575
35.280555,-119.311943,29576
30.38409,-88.49842,29578
37.47626,-79.03557,29580
33.54813,-81.6655,29581
40.099998,-87.599998,29589
42.22703,-83.69976,29611
53.88837,-166.53005,29612
40.90233,-74.13179,29614
29.75993,-95.366413,29618
31.728614,-93.05762,29642
36.26626,-85.95816,29644
33.829636,-83.691207,29647
31.366890176862,-92.6275139905077,29666
32.453711,-87.961626,29714
42.023456,-110.569218,29739
30.598056,-87.380556,29744
32.166628,-96.017302,29751
35.746,-96.5121,29764
37.220511,-82.018916,29765
32.277784,-86.320487,29769
42.545066,-114.411364,29788
32.75497,-102.52418,29806
48.255036,-96.239117,29807
38.5857,-75.2341,29807
40.103056,-82.993056,29822
35.3930538,-108.22624538,29822
41.1494,-83.43295,29827
39.668326,-94.767673,29833
39.5485,-86.8148,29834
29.42243,-98.49045,29880
37.6831,-98.4648,29881
46.3432,-119.346,29885
36.2257,-121.1279,29886
43.6025,-84.2404,29886
40.87991,-73.88066,29895
35.287089,-98.289081,29895
41.33578,-96.1119,29934
41.64415,-111.86086,29942
45.686816,-119.586074,29949
36.22878,-115.12947,29955
37.785556,-86.486667,29962
35.199871,-93.78415,29966
47.234413,-119.869914,29971
32.40613,-103.94702,29979
36.01745,-83.20576,30003
31.9611758477047,-91.8124326824747,30023
32.9654778,-96.8297403,30026
38.195278,-85.872222,30049
32.7454,-96.80715,30070
33.96548,-87.89936,30098
30.985001,-102.974442,30106
30.006607,-92.782745,30125
30.497611,-90.828821,30148
31.8761613277424,-92.2840957402362,30155
30.34774,-81.7494,30163
29.74877,-95.00277,30168
40.10824,-87.53822,30168
41.085542,-87.880542,30170
36.850693,-120.644469,30176
42.2735,-89.539081,30192
35.598004,-77.427323,30230
33.1598857133983,-82.2736998449037,30239
44.94333,-93.096815,30241
33.97952,-83.33383,30246
41.34485,-94.02116,30252
41.037899,-88.910977,30256
38.061111,-78.883333,30257
30.15541,-97.67434,30258
28.866033,-82.502645,30259
32.273071,-106.749013,30292
41.702662,-83.53091,30309
37.410393,-86.935151,30311
31.728614,-93.05762,30318
39.45241,-84.4765,30324
47.2975,-103.0975,30338
33.554712,-81.779725,30339
40.58125,-73.97456,30342
38.24408,-85.78067,30343
32.2504007624008,-97.7460503580436,30346
40.404991,-86.904484,30373
37.10506389,-107.77194444,30374
35.575,-100.9333,30409
32.327156,-90.173317,30420
35.546869000209,-100.664813034546,30423
30.39336,-81.56012,30427
33.7463915,-117.8604472,30431
41.6508891,-76.8028933,30439
34.92566,-82.26203,30447
32.397979,-80.925252,30450
38.982266,-82.234745,30454
31.81881,-103.6594267,30464
38.69892,-93.26053,30470
42.709612,-114.527559,30475
36.214105,-90.958468,30479
33.7781,-95.5682,30482
39.725566,-78.421219,30491
34.520834,-112.004167,30520
41.602252,-75.868161,30522
40.400951,-74.908219,30523
31.89453,-88.96664,30540
32.57149,-90.069299,30553
40.240941,-118.360491,30567
33.07473,-94.163136,30616
42.3811,-82.97982,30618
26.78417,-80.11914,30623
40.4584,-104.87399,30628
42.10498,-76.04715,30628
46.11567,-85.444096,30633
40.765705,-75.225049,30634
40.6447,-73.5683,30656
37.13375,-79.26404,30662
45.02851,-84.67716,30673
33.9636,-117.4528,30694
29.16374,-98.0298,30696
32.10819,-81.14691,30704
30.273333,-93.156944,30706
31.8167,-89.0089,30709
42.533852,-71.845589,30720
34.65287,-120.45699,30769
37.36375,-77.39516,30797
40.744413,-74.190295,30803
41.6335,-85.9775,30805
40.156772,-80.642072,30808
39.858,-75.323,30811
40.901819,-91.967609,30814
35.159551,-89.959858,30834
40.92801,-90.64194,30838
30.3764,-83.1806,30859
42.948333,-114.6325,30870
29.753514993821,-95.46013303821,30890
42.59398,-84.46929,30892
46.32095,-119.28001,30899
40.96576,-76.60366,30901
41.18652,-80.78298,30948
52.7125,-174.113611,30950
36.80376,-76.28578,30967
33.943608,-118.404692,30982
37.199625,-95.77212,30986
36.49011,-79.055977,31010
39.835289,-80.875268,31016
37.1611,-100.7619,31024
47.927493718,-102.909997590999,31028
40.95685,-76.88356,31037
40.714786,-74.136198,31066
33.89479,-118.16474,31109
40.175905,-80.274784,31117
33.447479,-111.952819,31118
31.45648,-93.45969,31130
32.57421,-92.68162,31133
35.648518,-91.244662,31147
39.7090988645133,-104.942140840449,31166
43.45746,-105.471,31168
37.427659988137,-122.170060007912,31196
41.0729,-84.9653,31200
61.17697,-149.87559,31213
32.630257,-103.873545,31230
31.57221,-84.064604,31245
41.07892,-84.95702,31253
43.119775,-85.561689,31260
27.29864,-82.39811,31278
40.13436,-77.49971,31281
60.78796,-161.791099,31288
32.081918,-104.485005,31323
41.05872,-108.76154,31325
44.97206,-93.25783,31326
36.131289,-96.147301,31336
38.55208,-104.65769,31340
29.758358015566,-95.368242988069,31349
30.474444,-91.183056,31350
43.04212,-87.96307,31356
39.496587,-75.015537,31362
41.234218,-91.349914,31369
28.791111,-89.056389,31373
37.256434,-79.482325,31387
37.834476,-94.330625,31394
35.03532,-80.082805,31400
37.341835,-77.282102,31412
45.601,-93.2081,31418
42.036048,-79.847748,31443
47.696823,-117.154729,31456
41.51459,-90.60816,31501
29.713006,-91.308369,31503
45.55786,-121.1356,31545
35.48447,-97.49865,31552
31.988313,-91.267801,31561
32.4861,-83.6087,31603
40.88155,-77.7271,31610
43.2699,-73.58769,31614
32.92548,-96.81613,31633
27.20381167,-92.20263611,31643
33.445159,-86.05741,31645
29.59321,-98.03169,31662
34.987237,-101.387166,31667
40.284429,-88.415332,31673
48.212559159425,-102.91745735479,31681
38.731961,-84.407214,31706
39.21594,-81.1591,31707
43.430944,-84.157228,31708
38.2411,-78.0341,31710
40.996111,-79.724167,31730
34.271512,-92.816119,31736
33.058431,-83.051382,31743
41.8653,-71.1061,31764
29.639182,-95.208525,31777
37.528661,-122.02619,31792
41.76182,-72.67019,31798
42.02874,-92.98242,31812
41.536812,-72.561543,31814
44.909945,-72.976094,31830
43.17781,-75.22843,31841
30.0295,-99.8354,31844
46.970696,-119.064353,31872
32.649535,-114.039174,31879
41.585661,-91.042156,31887
44.0281,-92.4597,31912
36.32565,-82.32901,31913
40.663,-74,31916
40.10465,-74.82958,31933
41.2542,-95.978059,31943
39.7173446552525,-104.947002051299,31944
35.8117,-101.6294,31990
31.531836,-103.321484,32035
28.161312,-90.716201,32065
35.398465,-119.322016,32120
29.0548,-89.3064,32124
34.70537,-92.24607,32129
41.609464,-76.290589,32141
42.298042,-88.495281,32160
40.19656,-122.29375,32167
42.51776,-83.19144,32223
34.0946,-117.51326,32234
39.445842,-84.206799,32253
40.6349168553948,-80.0655771465964,32276
33.377246,-111.528771,32298
29.6469,-95.0479,32306
61.589821,-149.205408,32309
44.6889,-85.2019,32327
44.837534,-91.367144,32328
27.579974,-80.480171,32367
39.49536800361,-77.570408013449,32404
34.583851,-96.224254,32405
35.3234,-89.9463,32423
26.165868,-81.657891,32425
34.422978,-90.117504,32427
35.603247,-95.890227,32442
33.98277,-96.0041,32450
32.92548,-96.81613,32453
40.86,-72.869583,32466
32.5796952,-82.7994194,32469
40.66158,-74.417,32481
29.26632,-98.54661,32500
38.366389,-78.937778,32533
29.47154,-98.67401,32536
37.318581,-89.944006,32544
35.1708,-113.7027,32554
35.14,-96.169167,32565
38.636917,-90.259793,32569
31.52688,-89.30225,32573
38.86293,-84.65671,32576
40.271251,-74.782693,32586
35.71365,-78.83641,32591
38.40497,-96.17098,32616
36.189037,-80.287502,32617
43.08695,-79.01172,32634
36.72757,-119.79175,32645
32.21498,-109.08065,32653
42.969,-78.918,32666
41.512055,-87.617364,32670
35.224323,-80.861806,32673
29.7619032963107,-95.3642920756823,32673
39.25496,-80.29091,32682
37.7125,-85.729167,32721
32.497472,-84.866462,32723
31.25577,-100.89031,32724
37.403741,-79.128076,32734
44.873593,-88.14389,32739
38.67903,-87.045808,32759
31.766295,-103.743808,32774
32.050551,-88.38196,32774
38.59067,-121.68481,32786
40.127056,-104.586044,32807
33.07995,-112.27186,32808
28.742269,-88.825633,32824
46.735747999854,-92.16159295857,32834
42.1218,-72.0021,32834
35.75525,-80.28116,32839
32.96484,-82.82182,32856
42.9671,-78.9182,32861
34.278333,-106.104166,32861
30.1081,-92.6866,32875
39.979354,-75.151017,32982
38.746093,-76.019939,32983
32.7877,-84.2544,33001
39.89246,-79.83775,33034
44.049807,-90.412824,33045
31.957737,-106.351547,33048
42.36012,-83.069,33054
29.75993,-95.366413,33057
40.004927,-84.803292,33058
44.77561,-88.62285,33064
38.1809,-122.281,33077
42.877191,-96.987078,33092
34.71917,-84.9672,33094
31.817976,-89.451315,33112
40.67191,-80.11471,33115
46.6137,-97.5769,33129
42.85426,-106.39022,33133
39.720188,-104.950975,33157
33.560283,-83.197522,33165
42.975187,-82.464445,33174
35.757219,-80.560395,33230
34.175971,-119.066375,33256
46.44136,-89.82384,33257
47.283625,-122.24277,33303
34.57521,-92.53013,33325
40.31732,-96.7463,33330
33.331252,-103.573993,33334
43.94974,-117.372147,33340
32.67866,-92.601136,33348
17.714908,-64.776133,33352
29.75816,-95.36782,33413
33.730841,-79.805202,33421
13.543124,144.89113,33462
30.221536,-97.620783,33463
32.33363,-97.68064,33466
35.27213,-89.97894,33486
36.072361020405,-95.923283982986,33486
42.032962,-76.679228,33487
36.065483,-95.92207,33494
43.759661,-88.468509,33504
38.3229,-85.673182,33510
38.636145,-90.265666,33511
40.655278,-80.356389,33538
33.78328,-117.74998,33546
42.10448,-75.8245,33547
32.823278,-89.534944,33554
40.461649,-86.116825,33558
31.10944,-102.298058,33560
40.41752,-86.84582,33562
29.7263,-95.2319,33583
33.62022,-81.84952,33613
34.73954,-82.39152,33632
41.604344,-83.453684,33635
39.355575,-81.299838,33655
42.629789,-76.071315,33672
40.5682,-109.3322,33681
31.861187,-103.092717,33685
37.803884,-79.992181,33686
41.398517,-72.087231,33690
40.129795,-79.582262,33693
40.117556,-104.387444,33721
41.68011,-107.98589,33730
43.205414,-86.270352,33735
32.663261,-111.035935,33750
34.95539,-97.5642,33752
40.395778,-86.859639,33755
41.495452,-77.74015,33764
36.07506,-87.950031,33775
26.03089,-80.42299,33794
41.720278,-81.273611,33808
32.754555010588,-97.33194503809,33808
29.369897,-97.270304,33809
40.283058,-75.341965,33821
28.881926,-97.937495,33822
34.07091,-96.75503,33828
44.551337,-123.256533,33835
38.3861356951442,-97.6142533640543,33856
33.48519,-84.91567,33857
36.06093,-95.914545,33884
30.070097,-93.95206,33886
41.39407,-73.95932,33887
33.77816,-84.39244,33909
32.683427,-100.81364,33923
37.433333,-77.126976,33942
33.423653,-88.395103,33957
42.381971,-83.044919,33967
35.846639,-90.708361,34016
46.906481,-98.620545,34020
35.4429,-93.48801,34048
42.46528,-71.27642,34054
36.079899997488,-102.876019022835,34070
43.41465,-83.88064,34077
34.7439,-87.8486,34112
40.622827,-88.485712,34121
39.301158,-80.209822,34125
32.2497186765451,-97.7454700891081,34135
29.756666,-95.366421,34139
21.899556,-159.585194,34141
33.709435,-86.711856,34142
17.989896,-66.165322,34174
35.924714,-84.390128,34204
39.014999,-102.413156,34219
35.46737,-97.51289,34220
40.360718,-75.712263,34232
43.1519,-83.5625,34238
38.5035,-85.2905,34239
36.204822,-95.868808,34262
28.76165,-81.738,34271
40.43805,-79.99362,34275
35.368562,-119.060231,34282
39.33367,-80.23478,34283
43.0483,-78.8539,34310
34.796389,-97.800833,34321
44.69062,-73.59432,34323
36.20303,-97.03664,34328
32.81903,-117.1261,34341
32.34033,-93.60773,34349
40.21115,-74.12659,34351
41.731819,-83.509247,34361
40.2469,-103.7756,34362
37.895223,-85.947853,34369
37.49033,-120.88539,34374
40.411133,-80.40839,34386
28.61794331,-92.0698127,34391
32.7273138609396,-97.3598324341533,34447
28.699021,-97.828876,34452
40.5236,-105.02021,34457
42.521667,-70.939444,34489
43.58891,-84.20784,34493
40.69152,-80.2808,34496
34.13433,-118.12652,34497
40.6553,-74.1124,34515
31.274684,-103.096723,34522
43.996167,-84.798074,34529
35.77262,-79.82243,34534
45.282282,-84.220915,34555
39.671644,-79.854922,34580
32.58451,-83.05705,34592
41.3044,-84.3393,34615
41.728542,-87.591648,34617
38.362564,-88.36679,34626
36.82424,-97.30087,34638
30.349681,-81.712584,34644
32.907723,-97.465856,34657
39.74874,-104.99196,34667
41.786389,-76.445278,34669
35.539039,-97.529798,34674
34.1175561,-105.66627086,34680
40.43493,-80.29011,34694
29.9994402907614,-90.3846898251576,34709
34.347647,-86.287392,34714
28.51343,-96.794646,34746
41.5514,-90.2256,34753
29.75816,-95.36782,34773
37.39719,-121.13969,34777
29.774444,-95.270833,34778
32.535209,-103.825291,34779
36.884441,-90.303134,34784
29.752554,-95.370401,34800
30.50515,-87.22575,34810
38.026667,-122.067222,34812
43.087032,-70.768551,34826
40.40344,-80.35383,34831
37.62964,-94.63986,34835
44.712556,-69.847255,34848
33.53983,-113.4558,34849
29.710367,-95.400273,34873
42.60008,-72.37838,34874
44.94302,-93.093857,34885
33.18192,-82.366887,34898
46.67572,-111.88037,34916
38.72966,-104.72517,34942
27.87501,-82.65399,34954
35.3306,-77.4772,34955
42.219195,-83.14674,34964
32.517413,-92.65363,34965
40.364235,-104.730316,34967
44.00999,-107.96949,34968
36.59803,-87.26594,34971
27.655245,-81.51858,35012
38.394998,-82.800576,35038
32.898861,-105.943985,35039
33.422436,-91.049392,35043
37.47321,-77.42943,35055
43.59906,-116.27417,35061
35.84342,-86.37075,35065
35.4185,-119.0112,35101
33.576,-118.1232,35125
37.3787,-122.0225,35131
39.143575,-87.032962,35133
41.6468,-73.94136,35188
34.55482,-83.46006,35201
42.145453,-80.02544,35203
45.377838,-93.564221,35212
29.166548,-97.63449,35221
42.242283,-89.092825,35221
46.8841,-95.0601,35239
45.975111,-112.69,35245
34.3677169,-118.4747173,35259
44.7155,-108.187,35314
30.52339,-88.14111,35315
44.870962,-85.910009,35336
44.353149,-85.396004,35340
44.564272,-123.278594,35355
31.320273,-96.173912,35371
30.235504,-91.238382,35375
42.3085,-87.86253,35394
42.78127,-112.37221,35412
28.42553,-91.13692,35417
29.428586,-94.968558,35438
34.73399,-84.94646,35443
33.504378,-111.787864,35450
38.80875,-79.390069,35452
30.79089,-88.05873,35477
28.86467752,-88.93079054,35492
39.4019,-78.021344,35496
28.7875,-95.943056,35528
35.189859,-120.602877,35533
30.597189,-94.926715,35550
34.98305,-78.78722,35596
64.749575,-147.377411,35598
41.983851,-91.667123,35611
32.36561,-84.877639,35666
36.832771,-89.9412,35670
40.144281,-79.858866,35679
43.226364,-91.672622,35734
40.619722,-105.006111,35740
46.288137,-119.115336,35750
39.0717,-87.0128,35761
42.918611,-86.028611,35779
41.29914,-78.66866,35793
39.147533,-94.601884,35796
33.843333,-118.232844,35808
31.097156,-97.365466,35816
40.7358,-73.3881,35877
40.450662,-80.003102,35906
44.95018,-89.63766,35941
42.7662,-88.4161,35972
29.361045,-94.930351,35992
41.1141,-94.3499,36040
38.674028,-86.756556,36064
43.06138,-87.89162,36086
29.9477544759144,-95.4069201873202,36150
39.57929,-104.867,36161
43.8298,-91.26,36165
32.62659,-96.85298,36166
36.4028,-89.1518,36179
32.752016006388,-97.332093984509,36181
38.363696,-97.682562,36213
36.151561,-95.989756,36231
32.79866,-96.80541,36252
34.6063,-106.732,36263
34.8527,-96.229,36272
36.3445606512916,-114.921392115339,36278
41.8164,-97.4667,36291
40.6,-79.567778,36310
33.8376,-83.6996,36315
45.034388,-84.846853,36363
44.8367,-84.9669,36386
46.118735,-122.968082,36395
40.74819,-97.04449,36420
31.335,-90.220292,36432
45.845558,-119.682827,36455
30.38948,-88.17295,36455
42.72837,-92.62315,36489
41.684049,-94.164157,36491
36.0441,-79.78814,36504
41.45239,-97.0956,36515
39.718699999954,-104.950766034867,36534
40.44979,-80.60923,36543
36.371493,-86.423903,36545
40.372778,-84.190139,36549
43.44774,-85.143886,36574
38.0134,-121.79162,36578
42.692278,-84.679356,36637
42.552994,-78.707954,36637
30.5717,-95.9921,36650
35.07282,-95.50799,36654
33.272872,-82.404529,36665
41.24808,-96.0729,36669
36.250832,-95.276947,36676
46.300368,-120.015979,36711
41.09066,-75.32245,36717
37.885,-75.555278,36717
35.05518,-93.36892,36719
38.072843,-98.968043,36720
42.18826,-76.97822,36749
40.8572,-74.1983,36784
29.704027,-95.079932,36791
32.93476,-96.81801,36803
45.2958,-93.5542,36849
29.75894,-95.37096,36853
34.87402778,-96.05205556,36862
44.55706,-92.48415,36897
32.523921,-99.750711,36899
45.804801,-119.3725,36902
31.970278,-101.236111,36912
35.30749,-84.78167,36930
39.3757,-74.9654,36948
32.92691,-96.82273,36950
38.22127,-104.708434,36997
34.836587,-120.389232,37000
39.21552,-96.60747,37052
35.768758,-100.379967,37060
36.621883,-97.426383,37100
40.78921,-73.95482,37107
42.3498,-96.3529,37117
28.8084084,-96.6157192,37136
35.205472,-91.771111,37166
40.452668,-103.955917,37227
40.20669,-81.88549,37239
40.251383,-81.020393,37260
40.827113,-91.282996,37272
39.719229,-80.223848,37274
35.4144,-100.2286,37277
40.9108,-96.6147,37289
34.383511,-92.725445,37292
35.74779,-97.65616,37300
44.45508,-93.16991,37319
31.2407567,-103.065333,37328
47.919441,-97.059904,37358
37.7531,-121.7229,37396
61.187958,-149.828566,37408
40.41962,-75.6225,37429
30.576513,-91.530547,37441
30.41766,-91.89776,37446
42.459845,-114.005063,37461
35.18063,-119.4592,37467
53.878067,-166.551511,37470
42.653215,-83.228884,37473
34.31782,-103.22356,37474
32.511814,-103.287379,37477
36.837434,-120.447681,37477
44.84614,-93.28603,37489
39.57929,-104.867,37551
34.641667,-87.038611,37564
29.897048002992,-97.753626013991,37575
31.500857,-85.903705,37605
31.847557,-102.445737,37633
39.370885,-74.430391,37638
32.248069,-97.743828,37647
40.3439,-77.1628,37668
39.65022,-83.1657,37678
32.537783990865,-92.756482024098,37679
39.6714242383664,-79.854810155825,37688
26.576745,-80.746737,37702
44.82434,-108.14365,37711
36.29856,-90.838983,37721
41.241182,-77.0010648,37743
44.97967,-93.26989,37749
33.780364,-118.217951,37753
37.224989,-85.343863,37753
34.0403,-93.0448,37754
38.20903,-85.25677,37760
31.924211,-103.085533,37763
33.998843,-80.946463,37769
32.514147,-85.47086,37774
35.17187,-78.86062,37781
39.4889,-75.0347,37792
37.54267,-77.42428,37808
33.179634,-86.236174,37827
30.4943,-91.21708,37836
39.67548,-75.74335,37843
38.4082,-98.7054,37851
32.28248,-95.27886,37855
37.940288,-100.774262,37902
32.59695,-90.066397,37967
35.00596,-107.24127,37979
30.792122,-87.326613,37979
33.996305,-81.027157,37991
39.136636,-92.139329,38008
44.737642,-90.577949,38018
32.361944,-89.133889,38019
46.1041,-122.9721,38039
45.539682,-122.936288,38043
41.681417,-83.457722,38053
42.2748,-84.4741,38053
42.80169,-73.73064,38061
29.74013,-95.47309,38075
42.33405,-87.83849,38078
33.0243206,-96.6745042,38090
36.04865,-115.38253,38096
29.7885,-95.59942,38110
34.5477,-85.3112,38110
37.973424,-87.575423,38115
30.57233,-92.12485,38116
41.372551,-88.403155,38123
44.39256,-105.490383,38138
34.23468,-116.0545,38143
40.4319,-79.085,38154
36.06665,-94.17232,38155
28.461253,-99.10135,38162
38.47661,-121.80385,38238
41.614604,-72.780642,38238
30.2510799998152,-97.800195460943,38291
43.635005,-95.566372,38306
37.099789,-100.76002,38344
60.80718265,-151.6351154,38361
47.897381,-97.15332,38365
47.772971,-103.540456,38365
32.324067,-109.791019,38390
41.22136,-92.641,38422
42.866748,-112.414601,38434
34.696305,-85.986151,38473
35.5551,-109.7277,38482
31.455605,-103.393389,38495
35.540806,-96.556988,38496
46.83447,-100.76678,38519
35.061315,-85.323309,38523
35.631327,-89.189369,38551
43.616667,-88.716667,38558
29.711089,-95.067028,38576
30.33381,-97.62195,38578
37.3939,-120.4981,38592
30.1424,-85.6205,38596
45.855921,-119.656083,38611
42.25113,-83.629348,38611
35.498500323222,-97.3967293196506,38633
39.46114,-108.06665,38634
38.135209,-85.717973,38637
34.725926,-114.463984,38658
32.31585,-88.18279,38671
41.25655,-95.93866,38694
36.894684,-100.395611,38707
41.65164,-87.4743,38723
42.5307,-71.14958,38727
35.546399,-100.116256,38739
30.580587,-87.137802,38765
27.943725,-91.029094,38782
41.4281,-72.1019,38782
39.0025,-77.09712,38782
33.5257246697457,-89.7344780590914,38807
36.7261,-98.6909,38821
35.22925,-119.58286,38839
33.946295,-118.16704,38843
37.2413,-92.4584,38866
44.93265,-96.056491,38892
32.83646,-100.44889,38924
27.3536,-93.3747,38935
41.131499,-88.825028,38945
35.999,-97.8069,38946
40.832483,-74.157014,38948
34.367138,-84.906764,38972
39.782719,-82.291662,39011
29.760745,-95.176749,39021
39.79215,-88.5875,39038
39.51748,-80.539649,39043
44.454601,-89.540802,39067
33.2044,-92.6308,39078
32.462407,-91.5611,39079
45.10465,-87.65005,39084
32.394059,-96.653222,39100
32.395278,-93.365278,39102
33.711874,-87.053937,39108
46.3358,-84.444,39116
39.688082,-84.641051,39135
34.94,-76.82,39135
43.585522,-84.77121,39196
47.44452,-102.797768,39230
42.7553,-86.0853,39264
40.836208,-115.727379,39308
31.80809,-101.55907,39317
29.74086,-99.143532,39353
39.12461,-100.738037,39373
34.2337,-80.658,39377
44.785343,-93.318085,39396
40.761111,-99.736944,39425
35.274808,-97.115591,39428
39.7732,-75.5736,39431
42.772641,-83.008017,39462
41.080712,-92.475185,39467
36.08256,-95.67245,39467
40.175383,-95.122361,39487
39.74874,-104.99196,39507
36.419221,-89.005841,39513
41.3677,-79.6621,39518
32.7047222,-102.1805556,39519
39.749017008463,-104.99594901921,39522
29.993334,-94.169167,39524
39.331178,-84.483833,39530
37.4135,-121.9724,39544
32.890393,-83.344945,39557
45.5747,-95.9108,39582
32.9275273177639,-96.8232581951038,39621
41.739335,-76.79575,39625
30.7444469,-102.491284,39631
41.859171,-90.258613,39638
37.051581,-107.865912,39648
42.30956,-85.16164,39663
41.372514,-89.138584,39674
40.99318,-80.34704,39678
32.99761,-96.72705,39681
27.7297,-91.1085,39716
35.99979,-85.05327,39728
41.812778,-70.719444,39735
41.220778,-111.988275,39748
36.637624,-97.116596,39751
30.345472,-96.078556,39754
31.91,-96.2233,39758
36.074286,-120.083221,39758
37.808947,-84.259771,39775
41.7554,-72.67721,39791
33.0875,-98.071667,39798
39.2147002,-81.1857736,39803
43.0462,-88.0278,39824
36.1819,-98.9942,39828
41.185878,-80.857487,39829
44.324969,-96.905892,39855
28.056094,-81.799088,39887
43.33033,-85.509633,39900
39.26689,-80.69403,39908
34.387,-80.0663,39916
38.0906,-97.8747,39923
30.869381,-92.610993,39925
38.21078,-85.84149,39962
40.666666,-81.423749,39963
30.3724,-94.105,40052
39.6051,-80.2837,40066
32.38548,-97.3924,40070
36.175395,-86.843523,40072
44.977753,-97.188354,40089
44.16243,-88.47349,40126
45.997706,-94.8606,40127
43.834338,-85.354062,40151
32.854701,-115.52505,40169
38.91738,-83.29864,40176
42.24379,-75.98545,40199
34.838207,-78.035053,40201
29.772089,-95.019464,40211
41.781944,-110.332778,40218
41.4297,-87.6187,40227
28.52285,-81.49021,40244
30.605813,-94.946329,40246
44.26948,-93.32304,40280
30.19714,-91.10277,40290
35.95458,-80.72108,40293
34.17215,-77.94659,40329
44.518347,-88.011616,40332
46.7854,-92.09639,40364
35.75598,-77.86917,40373
44.99442,-93.43654,40396
37.1592,-100.7625,40402
41.54093,-79.03896,40413
38.733056,-82.928333,40426
30.045049,-90.610458,40427
40.303195,-79.534661,40436
38.663697,-82.16883,40458
41.682709,-88.238419,40470
45.033842,-84.511469,40518
36.615448,-87.490109,40548
39.41653,-74.54036,40552
36.7623,-80.7516,40559
37.553007,-120.916475,40569
38.1547,-85.7255,40581
36.08211,-102.50911,40599
38.382253,-78.645033,40615
36.08256,-95.67245,40645
30.1676,-85.62089,40658
29.757726,-95.368822,40679
39.103996,-94.280859,40703
48.378883,-114.205132,40706
37.80725,-94.585301,40707
40.8419,-75.0675,40717
39.05336,-95.557551,40731
40.86159,-74.82745,40738
40.6217,-81.0463,40761
40.455978,-104.857553,40775
42.469,-79.345,40800
28.365699,-90.145899,40826
29.608611,-95.051944,40842
32.000017,-102.078534,40854
29.624939,-98.429389,40862
40.67991,-78.23557,40880
28.646881,-96.545839,40897
41.86392,-71.89399,40905
30.173694016493,-95.469677008441,40905
42.52457,-83.04225,40909
44.8378,-108.4054,40943
41.7694458,-78.4297187,40973
39.54003,-85.79002,40980
40.1425,-104.46472,40983
40.4092,-76.1511,40991
41.153337,-80.85705,41003
32.8025,-83.6358,41031
40.22036,-96.7461,41033
40.713645,-104.156444,41042
34.391161,-81.797497,41052
60.83918566,-151.6153143,41053
44.301056,-96.790687,41062
30.3353010073,-97.807463983915,41063
39.55762,-82.96377,41066
39.842346,-104.489113,41068
42.850637,-88.068148,41069
45.764722,-87.131,41080
41.50422,-82.870783,41086
41.5394,-109.9557,41101
33.423167,-94.003778,41107
37.07206,-76.42688,41115
29.418771,-95.239067,41123
38.600183,-94.673271,41123
39.99379,-90.404577,41138
41.64499,-93.62136,41169
33.46362,-94.434452,41175
37.725944,-92.125385,41204
35.543891,-96.647746,41226
37.843781,-89.263298,41232
38.361198,-81.597345,41235
41.46339,-87.32624,41241
33.407278,-111.95216,41284
29.381111,-94.899672,41289
27.37008,-89.924024,41303
40.325072,-86.558826,41325
30.173616,-95.469459,41325
43.9358,-71.8224,41362
33.74063,-93.61436,41378
42.58308,-78.4871,41385
34.4795,-120.1278,41423
47.838829,-102.695772,41464
42.93948,-76.11411,41488
31.7003,-85.8433,41530
40.321556,-74.706222,41561
34.123449,-101.748651,41589
40.0747,-84.6147,41602
35.1154,-101.8569,41626
45.849,-93.352,41684
39.834,-80.87397,41685
38.53034,-89.26392,41691
37.717226,-77.115462,41700
44.4388,-121.0357,41730
38.68034,-121.75794,41752
47.26597,-119.55494,41759
41.07348,-81.53203,41771
46.893602,-96.80411,41784
32.1137,-106.853,41795
47.562807,-122.646324,41809
38.84543,-76.78459,41826
37.274127,-83.239034,41827
26.734722,-80.9375,41832
46.6944270551746,-92.4286839463005,41843
44.107451,-88.194894,41846
35.043713,-85.632659,41878
40.7586,-73.9592,41883
44.888355,-89.625821,41885
39.51827,-84.390926,41905
45.48928,-119.848917,41938
29.752554,-95.3704009,41943
42.766734,-74.461355,41993
34.803886,-97.702105,42002
39.119136,-80.455361,42007
31.591369,-96.21636,42017
29.731639,-95.152083,42022
38.340278,-82.591389,42040
39.33367,-80.23478,42055
33.32282,-104.47889,42069
35.9844,-84.2613,42083
40.841332,-73.940374,42091
31.3869,-84.0814,42099
32.7976,-88.6057,42109
39.9175,-75.1192,42113
33.18936,-87.26062,42141
39.782601,-110.171846,42152
38.90666,-77.07332,42166
33.28468,-91.01969,42167
33.75415,-92.37515,42167
41.14128,-81.34284,42182
27.85118,-82.2599,42186
47.933611,-97.0825,42210
41.16218,-77.34516,42256
33.656807,-84.423124,42270
36.4925,-101.467222,42286
35.52548,-80.85899,42287
31.893889,-95.937778,42288
40.3086,-78.1389,42298
35.60785,-100.10148,42329
43.606826,-116.491937,42346
32.291735,-97.503067,42367
41.76135,-72.65664,42381
32.861516,-96.806516,42390
40.7587,-96.69715,42427
29.74013,-95.47309,42428
40.36682,-80.09976,42448
39.745283,-104.698908,42456
32.4379,-94.82405,42483
40.1309,-77.1705,42486
29.779325,-95.562548,42489
30.54161,-91.91573,42501
31.96534,-106.585052,42501
20.868001,-156.453541,42511
33.718056,-95.568222,42511
29.7537256,-95.3592814,42517
40.964311,-85.302752,42534
37.412284,-85.391864,42553
