Incident Date,Incident Year,Incident Category,Latitude,Longitude,Types of crime
2023/08/27,2023,Assault,37.7609547379289,-122.43390358046642,
2023/08/27,2023,Larceny Theft,37.80748251193778,-122.41397500878728,
2023/08/12,2023,Malicious Mischief,37.79502734453366,-122.42158275659317,
2023/08/27,2023,Other Miscellaneous,37.77172394571696,-122.41689981979252,
2023/08/23,2023,Disorderly Conduct,37.78848786130652,-122.43712919654402,
2023/08/24,2023,Burglary,37.78298920316836,-122.46335052668974,
2023/08/25,2023,Larceny Theft,37.7269256785554,-122.43096518753356,
2023/08/26,2023,Burglary,37.792140771775436,-122.40836389953502,
2023/08/26,2023,Larceny Theft,37.73979470314267,-122.42557781043506,
2023/08/26,2023,Robbery,37.80217473292741,-122.41060054253701,
2023/08/27,2023,Stolen Property,37.780005867994824,-122.41193341005338,
2023/08/26,2023,Assault,37.787663597834545,-122.41335396485418,
2023/08/27,2023,Drug Offense,37.78829319282882,-122.40840155198468,
2023/08/25,2023,Larceny Theft,37.727456926929214,-122.41446025314589,
2023/08/27,2023,Assault,37.76560583760297,-122.41048669029503,
2023/08/26,2023,Assault,37.76929182433688,-122.49616067593702,
2023/08/27,2023,Other Miscellaneous,37.779208481341634,-122.50402063428956,
2023/08/24,2023,Motor Vehicle Theft,37.71172005230443,-122.45000525155973,
2023/08/27,2023,Malicious Mischief,37.72453317055797,-122.45921280471808,
2023/08/27,2023,Other Miscellaneous,37.784560141211806,-122.40733704162238,
2023/08/26,2023,Burglary,37.778262884356955,-122.48245296152538,
2023/08/26,2023,Malicious Mischief,37.79502734453366,-122.42158275659317,
2023/08/27,2023,Malicious Mischief,37.786615346301794,-122.40639887891692,
2023/08/26,2023,Robbery,37.74237539724614,-122.42196876280964,
2023/08/27,2023,Larceny Theft,37.7858717043621,-122.4520699566165,
2023/08/26,2023,Warrant,37.78544962678892,-122.41567389107375,Misdemeanors
2023/08/27,2023,Robbery,37.78733916252147,-122.42340359434829,
2023/08/25,2023,Motor Vehicle Theft,37.761901562293616,-122.41827132040292,
2023/08/27,2023,Robbery,37.762034000850846,-122.41607798747275,
2023/08/23,2023,Larceny Theft,37.806780111468534,-122.4195772441978,
2023/08/27,2023,Disorderly Conduct,37.77812569661714,-122.39184052639568,
2023/08/27,2023,Malicious Mischief,37.78853627976403,-122.4253305148202,
2023/08/27,2023,Other Miscellaneous,37.80811075299725,-122.40905049651286,
2023/08/27,2023,Larceny Theft,37.805494467998535,-122.40695663340361,
2023/08/26,2023,Robbery,37.80727586975037,-122.41561643757444,
2023/08/26,2023,Other Miscellaneous,37.787663597834545,-122.41335396485418,
2023/08/26,2023,Disorderly Conduct,37.78631021732119,-122.41644912401847,
2023/08/27,2023,Larceny Theft,37.78689867924955,-122.38877943718775,
2023/08/26,2023,Other Miscellaneous,37.7839325760642,-122.41259527758581,
2023/08/27,2023,Malicious Mischief,37.7208126933054,-122.45092723430339,
2023/08/27,2023,Missing Person,37.77737328369181,-122.44167819391822,
2023/08/24,2023,Miscellaneous Investigation,37.71812520439796,-122.43435450033807,
2023/08/26,2023,Motor Vehicle Theft,37.713928188286225,-122.44334561164396,
2023/08/27,2023,Other Miscellaneous,37.787453843203366,-122.41499542426826,
2023/08/16,2023,Larceny Theft,37.755824385432234,-122.48303445935223,
2023/08/26,2023,Malicious Mischief,37.728210563281955,-122.4786979705697,
2023/08/27,2023,Larceny Theft,37.8063434285485,-122.41543157088526,
2023/08/26,2023,Other Miscellaneous,37.7839325760642,-122.41259527758581,
2023/08/27,2023,Assault,37.799693671684,-122.4225252159745,
2023/08/27,2023,Weapons Offense,37.78709723841606,-122.38779489071396,
2023/08/26,2023,Larceny Theft,37.787663597834545,-122.41335396485418,
2023/08/26,2023,Prostitution,37.75716664165998,-122.41671959504018,
2023/08/27,2023,Larceny Theft,37.79976547265549,-122.44451599368438,
2023/08/27,2023,Sex Offense,37.78207306684549,-122.41222073683006,
2023/08/27,2023,Larceny Theft,37.798571322794096,-122.40880813007246,
2023/08/26,2023,Suspicious Occ,37.73127783153898,-122.49800163759843,
2023/08/27,2023,Other Miscellaneous,37.8063434285485,-122.41543157088526,
2023/08/27,2023,Suspicious Occ,37.77749384266056,-122.41629170279316,
2023/08/26,2023,Malicious Mischief,37.720444910347176,-122.43478495933782,
2023/08/27,2023,Other Offenses,37.780005867994824,-122.41193341005338,
2023/08/27,2023,Other Miscellaneous,37.78207306684549,-122.41222073683006,
2023/08/27,2023,Larceny Theft,37.78689867924955,-122.38877943718775,
2023/08/27,2023,Other Miscellaneous,37.78709723841606,-122.38779489071396,
2023/08/27,2023,Disorderly Conduct,37.7998429520262,-122.43604617512675,
2023/08/27,2023,Larceny Theft,37.78829319282882,-122.40840155198468,
2023/08/27,2023,Larceny Theft,37.77675967691884,-122.43138442446295,
2023/08/26,2023,Other Miscellaneous,37.763187800944834,-122.40730484858473,
2023/08/27,2023,Other Miscellaneous,37.78450084289595,-122.41945454389607,
2023/08/27,2023,Assault,37.77921168445851,-122.41093657493794,
2023/08/26,2023,Assault,37.78640961281089,-122.40803623744476,
2023/08/26,2023,Assault,37.760433260443826,-122.41592874676807,
2023/08/27,2023,Vandalism,37.78661895979627,-122.4215701166973,
2023/08/27,2023,Other Miscellaneous,37.8054171710477,-122.41524148656329,
2023/08/27,2023,Assault,37.72453317055797,-122.45921280471808,
2023/08/26,2023,Other Miscellaneous,37.76693705518631,-122.41546212875728,
2023/08/27,2023,Other Miscellaneous,37.78829319282882,-122.40840155198468,
2023/08/27,2023,Offences Against The Family And Children,37.72453317055797,-122.45921280471808,
2023/08/26,2023,Drug Offense,37.792140771775436,-122.40836389953502,
2023/08/26,2023,Larceny Theft,37.748486107728276,-122.44912103854087,
2023/08/26,2023,Other Miscellaneous,37.75716664165998,-122.41671959504018,
2023/08/26,2023,Motor Vehicle Theft,37.759643041208484,-122.48114752500436,
2023/08/25,2023,Larceny Theft,37.72694991292525,-122.47603947349434,
2023/08/26,2023,Assault,37.76929182433688,-122.49616067593702,
2023/08/27,2023,Suspicious Occ,37.78372378203807,-122.41424157409635,
2023/08/27,2023,Motor Vehicle Theft,37.76492885606739,-122.48904208426876,
2023/08/27,2023,Suspicious Occ,37.77749384266056,-122.41629170279316,
2023/08/27,2023,Other Miscellaneous,37.7998429520262,-122.43604617512675,
2023/08/27,2023,Assault,37.78465714011983,-122.41443019938555,
2023/08/23,2023,Disorderly Conduct,37.78848786130652,-122.43712919654402,
2023/08/18,2023,Larceny Theft,37.76853738566884,-122.4156137824238,
2023/08/23,2023,Burglary,37.76560583760297,-122.41048669029503,
2023/08/26,2023,Larceny Theft,37.752372787574465,-122.41626551140196,
2023/08/19,2023,Larceny Theft,37.74637267141344,-122.435840860086,
2023/08/02,2023,Fraud,37.82618185826742,-122.37448009319193,
2023/08/27,2023,Motor Vehicle Theft,37.7868683661603,-122.42330825256187,
2023/08/27,2023,Larceny Theft,37.80748251193778,-122.41397500878728,
2023/08/26,2023,Burglary,37.7762385956417,-122.42427318681509,
2023/07/10,2023,Fraud,37.79259308227565,-122.41940178531726,
2023/03/23,2023,Drug Offense,37.78331088878137,-122.41752877437465,
2023/03/22,2023,Motor Vehicle Theft,37.7555682772331,-122.41656664194113,
2023/03/15,2023,Burglary,37.76287322537526,-122.41289876473941,
2023/03/09,2023,Fraud,37.74019196645599,-122.37684733677168,
2023/02/20,2023,Robbery,37.747553211710034,-122.40957172824133,
2023/03/21,2023,Larceny Theft,37.78303833763175,-122.46227876714518,
2023/03/23,2023,Weapons Carrying Etc,37.757429523043974,-122.41234804162994,
2023/03/22,2023,Other,37.7983244153502,-122.44079814973743,
2023/01/21,2023,Larceny Theft,37.77375969975922,-122.40851633190513,
2023/03/22,2023,Other Miscellaneous,37.73985319897475,-122.39126842523832,
2023/03/21,2023,Larceny Theft,37.74272021183228,-122.48319238383584,
2023/03/23,2023,Other Miscellaneous,37.78720062525248,-122.4169898328862,
2023/03/23,2023,Weapons Offense,37.787966284910645,-122.41846502787442,
2023/03/22,2023,Weapons Carrying Etc,37.78829319282882,-122.40840155198468,
2023/03/22,2023,Disorderly Conduct,37.79506632848135,-122.40322140185617,
2023/03/23,2023,Robbery,37.723775023598364,-122.40310583018963,
2023/03/04,2023,Lost Property,37.7706601742933,-122.42678076677441,
2023/03/22,2023,Motor Vehicle Theft,37.73401774975816,-122.40651538482669,
2023/03/23,2023,Other Miscellaneous,37.786246576578144,-122.42824149689217,
2023/01/28,2023,Larceny Theft,37.784006612420036,-122.40486479517743,
2023/03/20,2023,Larceny Theft,37.785582473554015,-122.4146172088293,
2023/03/09,2023,Forgery And Counterfeiting,37.74019196645599,-122.37684733677168,
2023/03/23,2023,Motor Vehicle Theft,37.75020597412777,-122.3885077306853,
2023/03/05,2023,Embezzlement,37.74252073319404,-122.40430629342,
2023/01/22,2023,Larceny Theft,37.79323049132005,-122.3931813328012,
2023/02/20,2023,Malicious Mischief,37.76505133632968,-122.41966897380142,
2023/03/19,2023,Malicious Mischief,37.74907462974306,-122.46633639762888,
2023/02/13,2023,Larceny Theft,37.79046311384933,-122.41391588068572,
2023/03/23,2023,Stolen Property,37.772222179073,-122.4183520340224,
2023/03/22,2023,Larceny Theft,37.78829319282882,-122.40840155198468,
2023/03/20,2023,Forgery And Counterfeiting,37.753365106010165,-122.44188639971534,
2023/03/22,2023,Other Offenses,37.7691985467523,-122.4177829388001,
2023/02/21,2023,Larceny Theft,37.80696290988273,-122.410497554147,
2023/02/15,2023,Larceny Theft,37.748078007931525,-122.48893645915953,
2023/03/11,2023,Disorderly Conduct,37.754170736322,-122.4440641715274,
2023/03/23,2023,Larceny Theft,37.71402953770342,-122.4625887259482,
2023/03/21,2023,Larceny Theft,37.756054713668725,-122.40849924216333,
2023/03/20,2023,Larceny Theft,37.76217504095573,-122.46618055550606,
2023/03/23,2023,Larceny Theft,37.80624124805435,-122.41878185632008,
2023/02/18,2023,Larceny Theft,37.76325388611961,-122.40630557193332,
2023/03/23,2023,Assault,37.77543698128962,-122.4137181543595,
2023/03/23,2023,Assault,37.723775023598364,-122.40310583018963,
2023/03/23,2023,Motor Vehicle Theft,37.76357160254071,-122.41733240731715,
2023/03/22,2023,Robbery,37.76491737717617,-122.42188644715362,
2023/03/22,2023,Motor Vehicle Theft,37.74717101922593,-122.41357113302529,
2023/01/24,2023,Larceny Theft,37.784006612420036,-122.40486479517743,
2023/03/23,2023,Other Miscellaneous,37.76560583760297,-122.41048669029503,
2023/03/23,2023,Lost Property,37.72127745117722,-122.40205647302719,
2023/03/03,2023,Larceny Theft,37.782558381546316,-122.43845230759969,
2023/03/23,2023,Other Miscellaneous,37.796302097343386,-122.40441216196413,
2023/03/21,2023,Disorderly Conduct,37.72998041447379,-122.38885511785887,
2023/03/17,2023,Malicious Mischief,37.715490873206214,-122.48331422029204,
2023/03/21,2023,Fraud,37.79221689701491,-122.4294471932749,
2023/03/16,2023,Assault,37.70994690217588,-122.41934779895824,
2023/03/22,2023,Weapons Offense,37.781940323599706,-122.43581374227543,
2023/03/22,2023,Larceny Theft,37.74701981584055,-122.47051178942746,
2023/03/20,2023,Larceny Theft,37.76337309290054,-122.48140883785467,
2023/03/23,2023,Motor Vehicle Theft,37.78404443715923,-122.40371175457705,
2023/03/23,2023,Burglary,37.7868345113598,-122.41234030428764,
2023/03/22,2023,Larceny Theft,37.722321765347836,-122.4035739696998,
2023/03/22,2023,Fraud,37.784560141211806,-122.40733704162238,
2023/03/22,2023,Larceny Theft,37.78757927640804,-122.39925504994814,
2023/03/21,2023,Burglary,37.763635136449274,-122.41622727216804,
2023/03/22,2023,Larceny Theft,37.72872954740928,-122.43129384491388,
2023/03/22,2023,Other Miscellaneous,37.739152517187996,-122.43117462677553,
2023/03/16,2023,Malicious Mischief,37.77286365480944,-122.47776694801784,
2023/03/23,2023,Larceny Theft,37.78298920316836,-122.46335052668974,
2023/01/23,2023,Robbery,37.75428676962897,-122.411120125642,
2023/03/22,2023,Larceny Theft,37.71529779587629,-122.44583507821511,
2023/03/07,2023,Malicious Mischief,37.765489808055165,-122.41241642692775,
2023/02/22,2023,Motor Vehicle Theft,37.75662969537705,-122.46472068685097,
2023/03/12,2023,Burglary,37.75720270579642,-122.43012931619916,
2023/03/23,2023,Larceny Theft,37.80163320684868,-122.44781957435478,
2023/03/23,2023,Weapons Offense,37.780005867994824,-122.41193341005338,
2023/02/06,2023,Suspicious Occ,37.78049625961115,-122.43214039079034,
2023/03/22,2023,Burglary,37.80727586975037,-122.41561643757444,
2023/03/23,2023,Larceny Theft,37.77871942789032,-122.4147412230519,
2023/03/16,2023,Burglary,37.77286365480944,-122.47776694801784,
2023/02/17,2023,Larceny Theft,37.78907138655512,-122.44714800923545,
2023/02/20,2023,Larceny Theft,37.73322326126074,-122.3912444943072,
2023/03/20,2023,Burglary,37.748836266858895,-122.47174916523555,
2023/02/17,2023,Malicious Mischief,37.71369334931079,-122.39826589625429,
2023/03/04,2023,Larceny Theft,37.79888096617859,-122.39869570327996,
2023/03/16,2023,Other Offenses,37.72778395579471,-122.37223376860686,
2023/03/23,2023,Other Offenses,37.78049625961115,-122.43214039079034,
2023/03/20,2023,Larceny Theft,37.7839325760642,-122.41259527758581,
2023/03/07,2023,Larceny Theft,37.807163251424285,-122.40889733794425,
2023/03/22,2023,Motor Vehicle Theft,37.72481409796396,-122.42414418040734,
2023/03/14,2023,Larceny Theft,37.73166927279317,-122.47320302474152,
2023/03/23,2023,Other Miscellaneous,37.712282748657074,-122.40652859820277,
2023/01/29,2023,Larceny Theft,37.77403085060099,-122.39557666155538,
2023/02/24,2023,Burglary,37.784774779704144,-122.39116559467018,
2023/03/23,2023,Drug Offense,37.78537597388642,-122.41625970692009,
2023/03/23,2023,Larceny Theft,37.76560583760297,-122.41048669029503,
2023/03/21,2023,Larceny Theft,37.71979339892588,-122.48305889460855,
2023/03/22,2023,Assault,37.72202599380391,-122.42924943984079,
2023/03/22,2023,Assault,37.76491737717617,-122.42188644715362,
2023/02/21,2023,Larceny Theft,37.76193988484745,-122.47153760947498,
2023/03/23,2023,Drug Offense,37.78372378203807,-122.41424157409635,
2023/03/23,2023,Motor Vehicle Theft,37.727859992471934,-122.38511885228444,
2023/03/23,2023,Drug Offense,37.78631021732119,-122.41644912401847,
2023/03/23,2023,Warrant,37.78537597388642,-122.41625970692009,Misdemeanors
2023/03/23,2023,Other,37.76606248575656,-122.4773628313276,
2023/03/22,2023,Warrant,37.77871942789032,-122.4147412230519,Misdemeanors
2023/03/21,2023,Larceny Theft,37.771396030943585,-122.50989475109745,
2023/03/23,2023,Robbery,37.76505133632968,-122.41966897380142,
2023/03/23,2023,Miscellaneous Investigation,37.790973190511274,-122.41739133606869,
2023/02/12,2023,Fraud,37.76468236324016,-122.45121306348491,
2023/03/22,2023,Malicious Mischief,37.73401774975816,-122.40651538482669,
2023/03/23,2023,Other Miscellaneous,37.727859992471934,-122.38511885228444,
2023/03/21,2023,Fraud,37.79221689701491,-122.4294471932749,
2023/03/22,2023,Larceny Theft,37.73497690238017,-122.38313398537929,
2023/03/21,2023,Larceny Theft,37.78022581795078,-122.48151572367084,
2023/03/22,2023,Larceny Theft,37.770451759416225,-122.428426181173,
2023/03/23,2023,Malicious Mischief,37.80504328668041,-122.43379794514195,
2023/03/23,2023,Assault,37.785167213738916,-122.41790141130261,
2023/03/23,2023,Larceny Theft,37.7814979983372,-122.39980220366621,
2023/03/20,2023,Fraud,37.75846589114529,-122.50793631399718,
2023/03/18,2023,Burglary,37.71905643663192,-122.48142396348878,
2023/03/23,2023,Assault,37.77543698128962,-122.4137181543595,
2023/02/18,2023,Larceny Theft,37.73864877116737,-122.40080826801052,
2023/03/23,2023,Offences Against The Family And Children,37.74286150331964,-122.47997764606109,
2023/03/21,2023,Miscellaneous Investigation,37.77139018949157,-122.45329513313322,
2023/03/23,2023,Disorderly Conduct,37.73660452681319,-122.38363786204994,
2023/02/22,2023,Larceny Theft,37.75735922174828,-122.39797034500758,
2023/03/21,2023,Malicious Mischief,37.7733038331604,-122.46802391783669,
2023/03/23,2023,Assault,37.71405530235735,-122.45903538600939,
2023/03/22,2023,Other Miscellaneous,37.748352846732004,-122.40870631426053,
2023/03/22,2023,Motor Vehicle Theft,37.724975586504776,-122.40360092039614,
2023/03/22,2023,Other Miscellaneous,37.739152517187996,-122.43117462677553,
2023/03/23,2023,Drug Offense,37.77921168445851,-122.41093657493794,
2023/03/23,2023,Larceny Theft,37.7114047751124,-122.43186692622665,
2023/03/22,2023,Fraud,37.77532360067261,-122.50588421001805,
2023/03/20,2023,Larceny Theft,37.720398971160876,-122.48135379506493,
2023/03/22,2023,Larceny Theft,37.78128638629654,-122.42218671176373,
2023/03/02,2023,Larceny Theft,37.796346859010335,-122.39695784020824,
2023/03/23,2023,Malicious Mischief,37.76746158246703,-122.43340825880185,
2023/03/22,2023,Other Miscellaneous,37.78372378203807,-122.41424157409635,
2023/03/22,2023,Warrant,37.78829319282882,-122.40840155198468,Misdemeanors
2023/03/21,2023,Larceny Theft,37.71406318371137,-122.41296013743606,
2023/03/23,2023,Malicious Mischief,37.75220444116967,-122.4190175437401,
2023/03/23,2023,Weapons Offense,37.755433637002504,-122.43886431306595,
2023/03/20,2023,Suspicious,37.79350860298837,-122.39760833374864,
2023/01/18,2023,Robbery,37.74910650517882,-122.4170488462938,
2023/03/23,2023,Weapons Offense,37.782569887796356,-122.43079788213421,
2023/03/23,2023,Larceny Theft,37.781853290494546,-122.45214312550972,
2023/03/23,2023,Burglary,37.80090820780244,-122.44303462508903,
2023/03/23,2023,Assault,37.78175432665782,-122.40969326320398,
2023/02/23,2023,Larceny Theft,37.76337309290054,-122.48140883785467,
2023/03/23,2023,Malicious Mischief,37.78720062525248,-122.4169898328862,
2023/03/22,2023,Fraud,37.793379703937966,-122.4061294844994,
2023/03/22,2023,Malicious Mischief,37.80727586975037,-122.41561643757444,
2023/02/18,2023,Larceny Theft,37.76705684499688,-122.47327983402523,
2023/03/22,2023,Other Offenses,37.7816542606277,-122.41550518013352,
2023/03/22,2023,Suspicious Occ,37.78049625961115,-122.43214039079034,
2023/03/22,2023,Drug Offense,37.77871942789032,-122.4147412230519,
2023/03/20,2023,Missing Person,37.748503635324155,-122.47929590741245,
2023/03/23,2023,Other Miscellaneous,37.71752615792832,-122.39159941138196,
2023/03/23,2023,Drug Offense,37.77921168445851,-122.41093657493794,
2023/02/05,2023,Robbery,37.769526043647296,-122.45071018189665,
2023/03/19,2023,Larceny Theft,37.74319072909627,-122.47247911950056,
2023/03/23,2023,Other Miscellaneous,37.780005867994824,-122.41193341005338,
2023/03/23,2023,Larceny Theft,37.782488031626265,-122.4458205129012,
2023/03/23,2023,Assault,37.73660452681319,-122.38363786204994,
2023/03/23,2023,Disorderly Conduct,37.754170736322,-122.4440641715274,
2023/03/23,2023,Robbery,37.75543693568604,-122.41874757531652,
2023/03/11,2023,Disorderly Conduct,37.754170736322,-122.4440641715274,
2023/03/19,2023,Lost Property,37.76257883049033,-122.42166247826907,
2023/03/19,2023,Larceny Theft,37.78423573864025,-122.4177067508564,
2023/03/22,2023,Motor Vehicle Theft,37.71699737738195,-122.42757165153536,
2023/03/23,2023,Drug Offense,37.78631021732119,-122.41644912401847,
2023/03/23,2023,Other Miscellaneous,37.78735926098589,-122.40822672700406,
2023/03/16,2023,Larceny Theft,37.76193988484745,-122.47153760947498,
2023/03/23,2023,Larceny Theft,37.78829319282882,-122.40840155198468,
2023/03/22,2023,Burglary,37.739152517187996,-122.43117462677553,
2023/03/23,2023,Assault,37.758700160707946,-122.50258170297155,
2023/03/21,2023,Larceny Theft,37.715490873206214,-122.48331422029204,
2023/03/22,2023,Motor Vehicle Theft,37.76819010858081,-122.42136452349546,
2023/03/21,2023,Larceny Theft,37.74104297888157,-122.47877437903153,
2023/03/02,2023,Larceny Theft,37.80727586975037,-122.41561643757444,
2023/03/23,2023,Larceny Theft,37.786246576578144,-122.42824149689217,
2023/02/07,2023,Larceny Theft,37.777282734052214,-122.46294079022017,
2023/03/23,2023,Assault,37.73660452681319,-122.38363786204994,
2023/03/23,2023,Weapons Carrying Etc,37.72151670140358,-122.44010924373771,
2023/03/20,2023,Larceny Theft,37.76171064829068,-122.38960773242441,
2023/03/22,2023,Arson,37.77814896296268,-122.40296115793652,
2023/03/01,2023,Larceny Theft,37.79888096617859,-122.39869570327996,
2023/03/23,2023,Larceny Theft,37.78330848665904,-122.43948038238113,
2023/03/22,2023,Larceny Theft,37.73497690238017,-122.38313398537929,
2023/03/22,2023,Suspicious Occ,37.717178947506795,-122.38626501459227,
2023/03/04,2023,Larceny Theft,37.75396776877417,-122.41641349023185,
2023/03/23,2023,Disorderly Conduct,37.75204680877511,-122.42159515271041,
2023/03/22,2023,Other Miscellaneous,37.77871942789032,-122.4147412230519,
2023/03/23,2023,Other Miscellaneous,37.74694113783407,-122.41061909895916,
2023/03/19,2023,Lost Property,37.76419571221531,-122.43307447227019,
2023/03/22,2023,Miscellaneous Investigation,37.78157729391555,-122.49451975275728,
2023/03/23,2023,Larceny Theft,37.80170674982928,-122.41787748900317,
2023/03/23,2023,Larceny Theft,37.78125705990525,-122.45885866208032,
2023/03/23,2023,Malicious Mischief,37.782488031626265,-122.4458205129012,
2023/03/23,2023,Weapons Offense,37.75204680877511,-122.42159515271041,
2023/03/22,2023,Other Miscellaneous,37.78049625961115,-122.43214039079034,
2023/03/23,2023,Larceny Theft,37.71752615792832,-122.39159941138196,
2023/03/22,2023,Larceny Theft,37.765782668831136,-122.46965385001671,
2023/03/23,2023,Larceny Theft,37.8050981670941,-122.41012359091263,
2023/01/25,2023,Larceny Theft,37.78745518601511,-122.39117965917615,
2023/03/22,2023,Other Miscellaneous,37.7816542606277,-122.41550518013352,
2023/03/20,2023,Lost Property,37.71753059977352,-122.48154283574766,
2023/03/23,2023,Motor Vehicle Theft,37.76209916032053,-122.41499861820773,
2023/03/17,2023,Malicious Mischief,37.716103026583774,-122.46801651668402,
2023/02/18,2023,Larceny Theft,37.781327195293386,-122.4998705718611,
2023/03/23,2023,Assault,37.78016202513452,-122.40769141596378,
2023/03/22,2023,Burglary,37.758498507780814,-122.42127173012831,
2023/01/27,2023,Lost Property,37.77264947305175,-122.41500165430014,
2023/03/22,2023,Motor Vehicle Theft,37.765183133520345,-122.41748659732667,
2023/03/22,2023,Larceny Theft,37.709678769162934,-122.45388758188301,
2023/03/23,2023,Other Miscellaneous,37.775997142169274,-122.42616739374448,
