name,Latitude,Longitude,STATE_NAME,Year,sourceCountry
Jul-08,47.4506,-122.3234,Washington,2008,US
Jul-08,47.50319,-123.8343,Washington,2008,US
Oct-74,47.75034,-122.1979,Washington,1974,US
Aug-00,47.43534,-121.7666,Washington,2000,US
Apr-08,46.4205,-123.8165,Washington,2008,US
Dec-90,47.48176,-121.6548,Washington,1990,US
Aug-07,46.85,-121.25,Washington,2007,US
Jan-95,46.94102,-123.7727,Washington,1995,US
Jul-02,47.13485,-121.9418,Washington,2002,US
Aug-09,47.70178,-121.1859,Washington,2009,US
Nov-06,46.2965,-122.3431,Washington,2006,US
Oct-91,47.57576,-121.7427,Washington,1991,US
May-10,46.84748,-122.2719,Washington,2010,US
Aug-95,45.90052,-122.3898,Washington,1995,US
Jun-09,48.308,-122.215,Washington,2009,US
Oct-10,48.32675,-121.6962,Washington,2010,US
Sep-76,47.17295,-122.2214,Washington,1976,US
Jun-08,47.12045,-121.5298,Washington,2008,US
Jul-90,46.88234,-122.4331,Washington,1990,US
1978,46.63477,-122.7746,Washington,1978,US
Aug-04,45.96112,-121.6314,Washington,2004,US
Sep-83,48.08955,-123.3678,Washington,1983,US
Sep-86,47.10637,-122.5958,Washington,1986,US
Jul-95,48.92928,-122.2638,Washington,1995,US
Mar-12,46.78571,-122.7515,Washington,2012,US
Sep-10,45.86883,-121.4813,Washington,2010,US
Sep-11,48.03114,-121.6708,Washington,2011,US
Jun-12,46.53686,-122.202,Washington,2012,US
Jul-04,47.08824,-123.7194,Washington,2004,US
Sep-12,47.05072,-122.4212,Washington,2012,US
Jun-02,48.05305,-121.429,Washington,2012,US
Jan-08,47.09762,-122.5368,Washington,2008,US
Jun-10,48.10255,-122.2763,Washington,2010,US
Dec-12,48.11308,-122.1375,Washington,2012,US
Sep-86,48.00503,-122.911,Washington,1986,US
Jun-03,47.78212,-122.528,Washington,2003,US
Jun-85,45.63921,-121.9883,Washington,1985,US
Oct-12,47.064,-122.3482,Washington,2012,US
Sep-13,47.0562,-124.0556,Washington,2013,US
1986,48.93228,-121.9995,Washington,1986,US
1989,48.09853,-121.8135,Washington,1989,US
Mar-14,46.77641,-121.9557,Washington,2014,US
May-14,47.1902,-120.9783,Washington,2014,US
May-02,47.41184,-123.3212,Washington,2002,US
Jul-08,48.57028,-119.8345,Washington,2008,US
Nov-15,47.34805,-122.741,Washington,2015,US
May May 29 201,47.07405,-122.4428,Washington,2016,US
Oct-16,47.77559,-120.8206,Washington,2016,US
Jan-16,47.20113,-121.0161,Washington,2016,US
Aug-83,43.69005,-122.3755,Oregon,1983,US
Jun-00,45.03255,-122.4808,Oregon,2000,US
Jun-78,43.7827,-123.9599,Oregon,1978,US
Aug-00,45.7351,-123.466,Oregon,2000,US
Mar-95,45.83675,-119.6389,Oregon,1995,US
Jul-00,45.40023,-122.2777,Oregon,2000,US
Jul-99,43.7667,-123.455,Oregon,1999,US
 94 or 95,43.94225,-121.3815,Oregon,1995,US
Aug-98,42.47,-122.275,Oregon,1998,US
Jul-91,44.99745,-122.1647,Oregon,1991,US
Aug-93,44.9979,-122.1631,Oregon,1993,US
Jul-00,44.96651,-123.7718,Oregon,2000,US
Oct-74,45.5666,-121.7745,Oregon,1974,US
Sep-00,43.5883,-122.0833,Oregon,2000,US
Mar-01,44.97487,-122.3057,Oregon,2001,US
May-97,45.32301,-121.7115,Oregon,1997,US
September 1979-80,43.20335,-122.3759,Oregon,1980,US
September mid 90s,42.08845,-122.7465,Oregon,1995,US
Sep-01,45.07072,-123.6664,Oregon,2001,US
Sep-01,45.70835,-123.625,Oregon,2001,US
August 83  or 84,44.09462,-123.3724,Oregon,1983,US
Oct-01,45.76569,-123.3601,Oregon,2001,US
Jul-89,43.16815,-123.4911,Oregon,1989,US
Oct-00,44.86875,-123.4462,Oregon,2000,US
Aug-01,45.99378,-123.9211,Oregon,2001,US
1978,42.56805,-123.3322,Oregon,1978,US
1979,42.4356,-122.2328,Oregon,1979,US
July 1994-96,45.49805,-121.8214,Oregon,1994,US
Jul-02,44.79307,-122.5674,Oregon,2002,US
Oct-02,45.4684,-122.2487,Oregon,2002,US
Sep-96,45.25725,-121.5684,Oregon,1996,US
1977,44.8623,-122.2728,Oregon,1977,US
Dec-02,45.58982,-118.6131,Oregon,2004,US
1968,45.2075,-121.886,Oregon,1968,US
1970,44.6335,-121.8165,Oregon,1970,US
Jul-03,43.85975,-118.8215,Oregon,2003,US
Jul-00,42.09224,-123.4043,Oregon,2000,US
Jul-78,42.16298,-123.6481,Oregon,1978,US
Jul-03,45.0487,-123.5792,Oregon,2003,US
Sep-93,45.4915,-123.2665,Oregon,1993,US
Jul-01,44.6616,-122.8494,Oregon,2001,US
Jul-80,45.03575,-122.7789,Oregon,1980,US
1976,44.1263,-121.3338,Oregon,1976,US
Aug-03,44.5385,-118.5908,Oregon,2003,US
 1963-2002,43.8628,-121.8829,Oregon,1963,US
 73-75,42.6425,-124.0255,Oregon,1975,US
Nov-03,45.82565,-123.296,Oregon,2003,US
Jul-90,43.7151,-121.6347,Oregon,1990,US
August '73-'74?,45.4051,-121.424,Oregon,1974,US
Jul-80,45.5775,-121.6444,Oregon,1980,US
Jun-04,45.1867,-122.3803,Oregon,2004,US
Oct-91,44.8458,-123.5834,Oregon,1991,US
Jul-04,43.6583,-122.8042,Oregon,2004,US
Aug-04,45.7492,-122.9546,Oregon,2004,US
Aug-04,43.1786,-124.3688,Oregon,2004,US
Aug-04,44.4625,-121.9683,Oregon,2004,US
Sep-04,44.9633,-122.4,Oregon,2004,US
Sep-04,43.296,-122.5541,Oregon,2004,US
Jun-04,45.93701,-123.5417,Oregon,2004,US
Nov-89,44.0639,-120.2782,Oregon,1989,US
Jul-97,44.7751,-118.7717,Oregon,1997,US
Mar-05,44.6693,-123.2433,Oregon,2005,US
Apr-96,45.80374,-118.0603,Oregon,1996,US
Oct-92,43.6947,-122.0449,Oregon,1992,US
Feb-94,42.4018,-124.426,Oregon,1994,US
Jun-05,44.699,-122.1874,Oregon,2005,US
Jul-70,45.4861,-122.277,Oregon,1970,US
Jan-06,42.23865,-121.9446,Oregon,2006,US
Feb-03,45.3207,-121.9547,Oregon,2003,US
2005,42.0833,-123.3333,Oregon,2005,US
Aug-74,45.3712,-118.5518,Oregon,1974,US
Jul-05,45.6764,-118.5658,Oregon,2005,US
