name,Latitude,Longitude,STATE_NAME,Year,sourceCountry
Nov-06,45.11259,-122.7875,Oregon,2006,US
May-77,44.15568,-121.9531,Oregon,1977,US
1977,43.6744,-123.2675,Oregon,1977,US
Apr-01,45.38736,-121.5134,Oregon,2008,US
Aug-08,46.03193,-123.4573,Oregon,2008,US
Aug-08,45.91665,-117.925,Oregon,2009,US
Aug-06,42.125,-123.2916,Oregon,2009,US
2008,42.22501,-123.75,Oregon,2009,US
Nov-06,43.61538,-123.5036,Oregon,2006,US
Nov-70,43.40867,-122.8887,Oregon,1970,US
Jun-09,44.50455,-123.5524,Oregon,2009,US
Oct-91,44.68557,-118.0891,Oregon,1991,US
Dec-09,42.36945,-121.3866,Oregon,2009,US
1998,45.48318,-118.83,Oregon,1998,US
Aug-12,45.61308,-123.3973,Oregon,2012,US
Sep-12,43.97603,-121.7828,Oregon,2012,US
Jul-72,45.44986,-117.7273,Oregon,1972,US
Nov-13,43.98136,-121.4705,Oregon,2013,US
Sep-13,45.1518,-122.1032,Oregon,2013,US
Jul-14,45.59864,-123.6113,Oregon,2014,US
Jan-16,44.05917,-122.9343,Oregon,2016,US
Sep-05,45.4549,-122.1761,Oregon,2005,US
1995,44.83931,-120.5688,Oregon,1995,US
Jul-95,45.65125,-121.9123,Oregon,1995,US
 1984/85?,45.63606,-123.3471,Oregon,1984,US
1994,45.63893,-122.8889,Oregon,1994,US
Sep-00,45.06215,-123.7027,Oregon,2000,US
Oct-80,44.55505,-123.3604,Oregon,1980,US
Jun-71,45.4237,-122.3876,Oregon,1971,US
Jul-00,44.27795,-121.9524,Oregon,2000,US
Aug-98,45.5891,-123.5469,Oregon,1998,US
Jul-91,45.3233,-118.2742,Oregon,1991,US
Nov-97,45.59669,-123.3768,Oregon,1997,US
Jul-95,45.12545,-122.533,Oregon,1995,US
Sep-94,45.84175,-117.991,Oregon,2001,US
May-92,45.99215,-118.0811,Oregon,2001,US
Aug-76,44.39104,-118.9491,Oregon,1976,US
Jun-76,45.5,-118.42,Oregon,1976,US
Aug-86,42.82,-124.53,Oregon,1986,US
Oct-00,45.48204,-122.9903,Oregon,2000,US
Sep-97,45.75449,-123.866,Oregon,1997,US
 est mid-70,44.8633,-122.6397,Oregon,1976,US
Mar-01,42.07,-124.3,Oregon,2001,US
Jun-01,42.08,-124.3,Oregon,2001,US
Oct-70,45.3725,-121.5835,Oregon,1970,US
September 1980-1,43.225,-123.175,Oregon,1980,US
Nov-95,43.54165,-123.875,Oregon,1995,US
Nov-01,45.33175,-121.9139,Oregon,2001,US
Jan-02,45.55364,-122.1884,Oregon,2002,US
Jul-75,42.375,-123.3833,Oregon,1975,US
Aug-78,45.3894,-122.4163,Oregon,1978,US
Jun-02,42.39031,-123.449,Oregon,2002,US
Mar-77,44.23861,-122.0505,Oregon,1977,US
Aug-02,44.58335,-123.4166,Oregon,2002,US
Sep-02,45.63923,-121.8735,Oregon,2002,US
Dec-02,45.46571,-118.875,Oregon,2002,US
Aug-84,44.19167,-123.975,Oregon,1984,US
Oct-02,44.42565,-121.726,Oregon,2002,US
Jun-76,45.9957,-118.1253,Oregon,1976,US
Apr-94,44.2157,-121.4755,Oregon,1994,US
Aug-80,43.5705,-121.8955,Oregon,1980,US
Nov-03,43.6165,-122.1,Oregon,2003,US
Dec-03,45.0608,-123.694,Oregon,2003,US
Nov-73,44.825,-118.415,Oregon,1973,US
Aug-84,45.0837,-122.4888,Oregon,1984,US
October 1979-80,45.5145,-122.3352,Oregon,1979,US
July 1980s,42.8673,-122.1629,Oregon,1983,US
Oct-02,43.3029,-123.1611,Oregon,2002,US
Jul-02,42.24165,-123.6416,Oregon,2002,US
1949,43.2547,-124.0598,Oregon,1949,US
Jul-04,42.6,-122.475,Oregon,2004,US
Sep-01,45.274,-121.6796,Oregon,2001,US
Aug-04,43.3622,-122.1814,Oregon,2004,US
Sep-04,43.08929,-122.0802,Oregon,2004,US
Oct-91,43.5251,-123.311,Oregon,1991,US
Sep-04,44.9723,-118.3692,Oregon,2004,US
" 71, 83, 94",44.8464,-121.1537,Oregon,1983,US
May-96,45.0018,-117.2022,Oregon,1996,US
Dec-85,45.5789,-118.6016,Oregon,1985,US
Dec-78,43.9311,-124.1214,Oregon,1978,US
September 1976-77,42.1533,-123.5381,Oregon,1976,US
Jun-03,44.7679,-122.095,Oregon,2003,US
Jun-05,44.56625,-121.6384,Oregon,2005,US
Jun-05,42.354,-123.4034,Oregon,2005,US
Jul-56,43.31815,-122.1954,Oregon,1956,US
Jun-93,45.33,-121.9165,Oregon,1993,US
Aug-95,45.145,-123.972,Oregon,1995,US
Nov-74,42.28445,-124.2148,Oregon,1974,US
Oct-95,44.915,-122.585,Oregon,1995,US
Sep-94,45.6605,-118.5654,Oregon,1994,US
Aug-02,43.2073,-123.5585,Oregon,2002,US
Oct-75,42.02106,-123.2725,Oregon,1975,US
Oct-82,45.06881,-123.6956,Oregon,1982,US
Aug-08,45.31061,-121.8388,Oregon,2008,US
Jan-96,45.0295,-121.9584,Oregon,1996,US
Aug-08,44.95023,-122.2347,Oregon,2008,US
2006,42.16024,-123.6216,Oregon,2006,US
Aug-12,44.40946,-122.1322,Oregon,2012,US
Aug-78,43.48257,-121.9104,Oregon,1978,US
Oct-04,43,-124.43,Oregon,2004,US
Jun-04,43.74251,-121.6009,Oregon,2004,US
Jan-04,43.27355,-119.5089,Oregon,2004,US
